User_ID,Product_ID,Category,Price (Rs.),Discount (%),Final_Price(Rs.),Payment_Method,Purchase_Date,Year,Month,Day
U3568,P611,3,274.22,25,0.40694192654757294,Easypaisa,2024-03-19,2024,3,19
U1710,P1537,2,126.42,5,0.23264009125537247,Easypaisa,2024-01-31,2024,1,31
U2891,P3562,5,22.6,0,0.034037439146110446,Cash on Delivery,2024-11-13,2024,11,13
U204,P459,6,93.61,30,0.12148371458252706,Cash on Delivery,2024-07-29,2024,7,29
U529,P2144,1,197.26,20,0.30945348624040087,Cash on Delivery,2024-06-03,2024,6,3
U2641,P2495,4,210.72,25,0.3099219848043509,JazzCash,2024-09-29,2024,9,29
U2025,P2792,1,170.9,15,0.28391012975373275,Cash on Delivery,2024-11-10,2024,11,10
U3591,P376,0,43.47,50,0.032265292404212415,UBL Omni,2024-11-13,2024,11,13
U571,P538,4,305.93,10,0.5488562524188785,Cash on Delivery,2024-10-19,2024,10,19
U2248,P2706,0,479.19,0,0.9640885665980894,Debit Card,2024-08-11,2024,8,11
U152,P3323,2,186.26,20,0.2915283237936162,JazzCash,2024-11-16,2024,11,16
U97,P342,5,286.23,0,0.5710386409467746,Easypaisa,2024-10-27,2024,10,27
U756,P2171,3,195.26,5,0.3658566394394313,UBL Omni,2024-11-16,2024,11,16
U757,P2715,4,105.15,5,0.19147332613610904,Easypaisa,2024-09-03,2024,9,3
U844,P1323,4,51.92,0,0.09376082129835211,Debit Card,2024-05-24,2024,5,24
U99,P2737,3,370.3,30,0.5160002444340334,Cash on Delivery,2024-08-21,2024,8,21
U1602,P2380,6,63.96,5,0.11176746175625853,JazzCash,2024-09-15,2024,9,15
U1188,P1716,6,330.6,30,0.4593933962071986,Cash on Delivery,2024-08-25,2024,8,25
U2776,P43,4,349.16,15,0.5925488358829162,UBL Omni,2024-03-11,2024,3,11
U3176,P2535,4,31.97,10,0.046605422361640156,JazzCash,2024-05-17,2024,5,17
U1861,P1254,6,463.05,15,0.7897256227975475,UBL Omni,2024-05-10,2024,5,10
U85,P1051,3,436.45,20,0.6992239219440655,Easypaisa,2024-08-24,2024,8,24
U2695,P3081,1,272.64,20,0.4322815880064368,Cash on Delivery,2024-11-17,2024,11,17
U741,P2294,3,193.43,15,0.3229177275782698,Cash on Delivery,2024-11-21,2024,11,21
U2336,P3422,5,466.36,0,0.9379544945307886,Debit Card,2024-01-21,2024,1,21
U146,P2249,5,273.42,0,0.5449453078850346,UBL Omni,2024-05-21,2024,5,21
U3493,P2299,3,191.77,25,0.2809769213533498,JazzCash,2024-09-24,2024,9,24
U587,P1111,0,73.24,10,0.12227812519096411,Cash on Delivery,2024-01-07,2024,1,7
U904,P2020,4,473.16,30,0.6626606644531807,Easypaisa,2024-09-23,2024,9,23
U929,P327,4,357.41,25,0.5340272543947203,UBL Omni,2024-03-08,2024,3,8
U2152,P2484,6,162.91,5,0.3032407878923675,UBL Omni,2024-02-29,2024,2,29
U2554,P2120,1,285.77,15,0.48277758539914045,UBL Omni,2024-04-16,2024,4,16
U651,P103,4,449.09,25,0.674087955513006,JazzCash,2024-11-04,2024,11,4
U600,P1328,3,397.3,50,0.3926425355957061,JazzCash,2024-10-31,2024,10,31
U1356,P2952,6,397.37,10,0.7164768907990957,UBL Omni,2024-02-03,2024,2,3
U993,P2957,0,166.1,5,0.30941274723483997,JazzCash,2024-03-10,2024,3,10
U3014,P1462,5,253.73,10,0.45316032835638487,Easypaisa,2024-07-31,2024,7,31
U2974,P2131,5,249.57,50,0.24217301855661708,Debit Card,2024-07-27,2024,7,27
U20,P3,5,50.37,10,0.08033731896604404,UBL Omni,2024-11-02,2024,11,2
U800,P2445,5,468.83,30,0.6564887051107083,Debit Card,2024-01-02,2024,1,2
U676,P346,3,279.96,15,0.4727354205283849,Easypaisa,2024-02-08,2024,2,8
U3235,P2505,1,441.92,30,0.6181125618723647,Easypaisa,2024-04-28,2024,4,28
U1743,P292,2,297.6,50,0.29110056423522707,Debit Card,2024-01-04,2024,1,4
U2432,P1480,4,68.81,25,0.09312936671215856,Cash on Delivery,2024-02-20,2024,2,20
U785,P2385,1,256.66,10,0.4585175075876398,UBL Omni,2024-07-01,2024,7,1
U3483,P1086,0,49.61,20,0.06884891939787749,UBL Omni,2024-04-17,2024,4,17
U435,P2201,3,46.25,15,0.06807487829222089,Easypaisa,2024-03-17,2024,3,17
U974,P2926,2,166.33,50,0.15741551748721816,Cash on Delivery,2024-04-15,2024,4,15
U1208,P2676,4,58.77,25,0.0777911311184894,Easypaisa,2024-01-13,2024,1,13
U608,P1878,2,27.49,20,0.032794899476503776,Easypaisa,2024-05-02,2024,5,2
U1591,P2027,3,438.61,30,0.6134072067300838,JazzCash,2024-02-19,2024,2,19
U2042,P808,5,353.7,10,0.6364247448719778,JazzCash,2024-09-22,2024,9,22
U2433,P2086,3,112.67,50,0.10276414152730533,Debit Card,2024-11-19,2024,11,19
U216,P1853,1,292.99,20,0.4654431385329884,Debit Card,2024-01-06,2024,1,6
U3482,P2215,3,398.65,30,0.5564133379504207,Easypaisa,2024-07-21,2024,7,21
U1598,P2745,4,79.42,50,0.06888965840343837,UBL Omni,2024-06-11,2024,6,11
U1461,P1985,3,310.01,10,0.5563318599392989,Debit Card,2024-07-25,2024,7,25
U740,P1902,0,347.27,0,0.6953740859185628,Cash on Delivery,2024-11-04,2024,11,4
U1484,P3079,0,266.23,30,0.36760841667854893,JazzCash,2024-04-15,2024,4,15
U541,P1972,6,328.64,25,0.4900698673945369,JazzCash,2024-02-14,2024,2,14
U1832,P2731,5,368.61,5,0.70130161122767,Debit Card,2024-10-19,2024,10,19
U3656,P540,5,319.98,10,0.5746033039333511,UBL Omni,2024-10-12,2024,10,12
U3432,P752,5,42.18,30,0.04815350457295338,Debit Card,2024-03-15,2024,3,15
U1905,P676,0,419.33,20,0.6713177031348665,Easypaisa,2024-03-22,2024,3,22
U1874,P394,6,377.73,0,0.7574195913877744,Cash on Delivery,2024-11-05,2024,11,5
U1940,P2570,3,350.51,50,0.34497789908948323,JazzCash,2024-10-27,2024,10,27
U3427,P3462,4,49.6,20,0.06882854989509707,Cash on Delivery,2024-01-09,2024,1,9
U222,P3294,3,394.9,30,0.5510765282219462,UBL Omni,2024-01-23,2024,1,23
U234,P2621,4,441.45,10,0.7973030778318703,Easypaisa,2024-09-12,2024,9,12
U388,P1425,4,394.76,25,0.5910822316827247,Easypaisa,2024-03-28,2024,3,28
U3541,P3156,3,422.91,10,0.7633063776913207,Debit Card,2024-04-28,2024,4,28
U2238,P835,2,395.04,20,0.6317397592324772,UBL Omni,2024-02-20,2024,2,20
U3357,P977,6,158.49,15,0.26242030432037156,Easypaisa,2024-05-16,2024,5,16
U1093,P1777,6,343.0,0,0.6866763082313162,Easypaisa,2024-07-12,2024,7,12
U3224,P2942,4,171.06,5,0.3190271525472063,Easypaisa,2024-11-14,2024,11,14
U3310,P2220,6,257.21,5,0.4857311633023038,JazzCash,2024-09-05,2024,9,5
U1104,P3408,6,94.02,20,0.14122176277677065,UBL Omni,2024-01-17,2024,1,17
U2514,P2297,5,235.28,25,0.34744260892591616,Cash on Delivery,2024-05-15,2024,5,15
U605,P2341,6,357.9,30,0.4983195160206139,JazzCash,2024-08-14,2024,8,14
U2613,P773,3,195.24,5,0.3658159004338704,UBL Omni,2024-09-03,2024,9,3
U1543,P898,5,419.54,10,0.7571344183488481,Cash on Delivery,2024-06-17,2024,6,17
U627,P336,0,111.14,0,0.21438901676410083,Cash on Delivery,2024-03-28,2024,3,28
U1277,P1838,5,258.26,20,0.4088566598089341,Debit Card,2024-09-29,2024,9,29
U1097,P322,3,458.12,15,0.7811908011325444,JazzCash,2024-08-29,2024,8,29
U512,P929,6,298.43,0,0.5958894343389078,Cash on Delivery,2024-08-23,2024,8,23
U856,P2465,0,102.7,30,0.13443871835088508,UBL Omni,2024-08-09,2024,8,9
U3136,P2918,1,36.34,50,0.0250137494143768,Cash on Delivery,2024-04-08,2024,4,8
U2198,P3413,3,309.54,15,0.5239443505184039,UBL Omni,2024-01-09,2024,1,9
U2784,P2586,4,327.39,15,0.554844886236327,Cash on Delivery,2024-02-23,2024,2,23
U2327,P2888,2,222.24,25,0.3275212352066486,Debit Card,2024-10-29,2024,10,29
U617,P223,3,469.59,10,0.848878658871937,UBL Omni,2024-06-29,2024,6,29
U1077,P325,3,136.96,25,0.19723789542297274,JazzCash,2024-10-31,2024,10,31
U1295,P3304,0,117.78,25,0.16794655042470416,Debit Card,2024-03-29,2024,3,29
U968,P3151,4,234.62,15,0.39423135681258026,UBL Omni,2024-04-18,2024,4,18
U1178,P955,6,277.93,50,0.2710773430020573,Easypaisa,2024-04-23,2024,4,23
U992,P1467,0,170.97,50,0.16212087262949915,Easypaisa,2024-08-21,2024,8,21
U1666,P607,0,146.47,10,0.2565131485140448,Debit Card,2024-05-26,2024,5,26
U2061,P3293,1,105.0,10,0.18049416413745342,Debit Card,2024-04-18,2024,4,18
U1229,P152,1,187.36,5,0.350559142851323,Easypaisa,2024-03-18,2024,3,18
U2218,P574,6,37.83,5,0.061210355855213575,UBL Omni,2024-10-12,2024,10,12
U3338,P2219,5,358.92,30,0.49976575071802504,Cash on Delivery,2024-03-26,2024,3,26
U2019,P420,0,473.99,30,0.6638420956144462,UBL Omni,2024-05-26,2024,5,26
U3557,P1918,4,389.85,30,0.5438657242376714,Easypaisa,2024-07-20,2024,7,20
U1124,P1233,2,373.0,5,0.7097956938871124,Cash on Delivery,2024-09-19,2024,9,19
U93,P811,1,125.47,15,0.20524311001568454,Cash on Delivery,2024-09-22,2024,9,22
U2664,P3078,3,354.66,30,0.4936956388894547,Cash on Delivery,2024-10-03,2024,10,3
U3576,P785,5,122.36,0,0.23724359888375127,Easypaisa,2024-06-05,2024,6,5
U3423,P2068,1,48.15,10,0.07628378791273706,Easypaisa,2024-04-18,2024,4,18
U133,P3523,6,67.54,20,0.09805878638502435,UBL Omni,2024-01-09,2024,1,9
U2628,P2623,6,334.47,30,0.464913531460697,Debit Card,2024-08-25,2024,8,25
U664,P133,1,295.86,30,0.40985476544517546,JazzCash,2024-10-29,2024,10,29
U2943,P3316,4,251.55,5,0.47477237080642865,Debit Card,2024-09-28,2024,9,28
U1340,P755,0,437.28,10,0.7896441447864259,Cash on Delivery,2024-01-16,2024,1,16
U3278,P2879,6,415.44,5,0.7919255290978349,JazzCash,2024-06-04,2024,6,4
U2548,P1466,2,394.16,0,0.7908866844560326,JazzCash,2024-04-02,2024,4,2
U2429,P2314,3,443.26,10,0.800602937282301,UBL Omni,2024-01-16,2024,1,16
U770,P876,4,268.81,0,0.5355549671032531,JazzCash,2024-08-19,2024,8,19
U45,P2173,4,170.31,20,0.26553683824577845,Easypaisa,2024-03-30,2024,3,30
U2627,P3071,2,200.63,5,0.3762450858574542,Cash on Delivery,2024-03-31,2024,3,31
U3164,P2754,5,166.63,30,0.22559224329334124,Debit Card,2024-03-04,2024,3,4
U1641,P115,2,79.12,5,0.141099545760088,JazzCash,2024-08-17,2024,8,17
U2127,P399,3,205.68,10,0.36506222883099426,Easypaisa,2024-01-26,2024,1,26
U2072,P1143,6,289.62,10,0.5189538223371969,Easypaisa,2024-07-28,2024,7,28
U1555,P3639,2,278.69,30,0.3853706231030901,UBL Omni,2024-10-14,2024,10,14
U1078,P1492,2,377.06,5,0.717658321960361,UBL Omni,2024-08-11,2024,8,11
U3544,P2730,4,367.95,30,0.5126392764752613,JazzCash,2024-05-06,2024,5,6
U1798,P139,2,460.17,15,0.7847350946163405,JazzCash,2024-11-17,2024,11,17
U680,P2797,3,286.82,25,0.4261911066750861,Easypaisa,2024-06-26,2024,6,26
U898,P2017,0,126.15,50,0.11649318640131993,Cash on Delivery,2024-08-08,2024,8,8
U1170,P2034,3,265.65,25,0.3938443362597519,JazzCash,2024-09-30,2024,9,30
U3652,P2309,3,365.38,50,0.36013280915812845,JazzCash,2024-08-02,2024,8,2
U2620,P406,2,139.5,25,0.2011081009512558,UBL Omni,2024-01-12,2024,1,12
U2448,P1181,2,246.98,30,0.34017069643330006,JazzCash,2024-05-11,2024,5,11
U2559,P2324,0,374.41,10,0.6743934980547126,Easypaisa,2024-01-13,2024,1,13
U3458,P3609,2,125.65,10,0.21836106980628606,JazzCash,2024-02-27,2024,2,27
U3077,P1635,6,369.33,5,0.7026867374167398,JazzCash,2024-06-30,2024,6,30
U622,P3181,1,408.43,50,0.4039883486444096,Debit Card,2024-05-04,2024,5,4
U1969,P3650,1,176.27,10,0.31114415497117714,Debit Card,2024-04-16,2024,4,16
U1144,P557,1,93.6,10,0.15959505428472492,Cash on Delivery,2024-05-26,2024,5,26
U198,P690,5,399.39,10,0.7201841403051352,Easypaisa,2024-11-10,2024,11,10
U956,P1437,5,183.1,5,0.342309494225246,Debit Card,2024-03-11,2024,3,11
U2764,P2563,1,99.23,20,0.14969547593343246,JazzCash,2024-02-28,2024,2,28
U2935,P1009,3,455.26,15,0.7762410119568983,Easypaisa,2024-01-18,2024,1,18
U3071,P1539,3,278.99,15,0.47104475179760863,UBL Omni,2024-10-02,2024,10,2
U1589,P250,6,186.5,50,0.17794797628989878,UBL Omni,2024-03-05,2024,3,5
U1292,P1019,0,175.16,5,0.3269508891287964,Cash on Delivery,2024-03-30,2024,3,30
U3019,P441,5,67.36,25,0.09090909090909093,Easypaisa,2024-11-10,2024,11,10
U944,P3124,2,103.44,30,0.1354979324954678,Debit Card,2024-09-21,2024,9,21
U2754,P778,2,374.15,10,0.6739249994907626,Easypaisa,2024-08-08,2024,8,8
U3017,P2608,0,65.88,30,0.08194650968569857,Cash on Delivery,2024-10-12,2024,10,12
U193,P2473,3,37.79,10,0.05727904181858921,Easypaisa,2024-05-08,2024,5,8
U2087,P784,4,472.77,20,0.7584176970240158,Cash on Delivery,2024-03-29,2024,3,29
U3291,P265,0,214.8,25,0.3161550526551647,Easypaisa,2024-06-24,2024,6,24
U3457,P3001,5,107.22,0,0.20640417167416947,Debit Card,2024-06-08,2024,6,8
U1089,P1250,3,299.27,5,0.5671276964129306,Debit Card,2024-07-25,2024,7,25
U1191,P1515,2,93.28,15,0.14951215040840857,Easypaisa,2024-07-31,2024,7,31
U3069,P1176,4,287.69,10,0.5154095288534007,UBL Omni,2024-03-08,2024,3,8
U271,P2794,0,163.3,30,0.22084614914549938,UBL Omni,2024-05-31,2024,5,31
U560,P1390,1,13.49,5,0.014116065426842931,Debit Card,2024-08-07,2024,8,7
U518,P2643,5,15.8,30,0.010531032937485996,Cash on Delivery,2024-05-31,2024,5,31
U3509,P3068,6,351.68,30,0.4894587823111238,Debit Card,2024-05-08,2024,5,8
U2186,P3583,4,395.74,20,0.6328804513881816,JazzCash,2024-02-01,2024,2,1
U391,P1551,6,332.62,20,0.5300348318497546,JazzCash,2024-10-07,2024,10,7
U3141,P2166,4,62.19,50,0.051331147006701563,Cash on Delivery,2024-01-27,2024,1,27
U2421,P978,4,336.93,5,0.6399894078585542,UBL Omni,2024-06-03,2024,6,3
U1383,P416,4,391.64,25,0.5863157680321025,Debit Card,2024-11-18,2024,11,18
U1351,P3107,6,241.86,5,0.4560324282484265,UBL Omni,2024-11-21,2024,11,21
U1740,P1227,5,321.66,0,0.6432077892978634,UBL Omni,2024-05-08,2024,5,8
U3467,P3167,5,74.64,30,0.09443301489010654,Cash on Delivery,2024-11-17,2024,11,17
U3285,P207,5,368.86,50,0.36367710264192454,Cash on Delivery,2024-07-25,2024,7,25
U2428,P1350,0,74.24,10,0.12411138044120341,UBL Omni,2024-09-25,2024,9,25
U945,P457,1,152.84,5,0.2837675432342696,Cash on Delivery,2024-04-25,2024,4,25
U626,P3345,5,454.39,15,0.7747336687511459,UBL Omni,2024-07-10,2024,7,10
U1232,P2188,5,489.79,50,0.48685148595522787,Cash on Delivery,2024-04-15,2024,4,15
U767,P2224,1,282.65,20,0.4485975597335669,UBL Omni,2024-06-29,2024,6,29
U2351,P2113,6,393.1,0,0.7887275171613062,Cash on Delivery,2024-07-05,2024,7,5
U2928,P1337,4,181.18,20,0.2832379361619783,UBL Omni,2024-01-30,2024,1,30
U1647,P2907,1,20.86,5,0.028374717373148922,Debit Card,2024-03-18,2024,3,18
U1844,P2751,0,61.62,15,0.09469781842625223,UBL Omni,2024-01-19,2024,1,19
U2804,P3448,6,94.21,25,0.1319332695088913,Easypaisa,2024-04-06,2024,4,6
U1318,P1784,0,416.65,15,0.7093883038315035,Easypaisa,2024-07-05,2024,7,5
U434,P387,5,385.34,20,0.6159330250748579,JazzCash,2024-03-14,2024,3,14
U2864,P556,1,11.83,5,0.010897683987533864,JazzCash,2024-04-13,2024,4,13
U3600,P2556,1,395.73,15,0.6731713278878864,Cash on Delivery,2024-11-07,2024,11,7
U329,P3259,1,57.71,15,0.08791477400036665,UBL Omni,2024-04-22,2024,4,22
U3632,P1032,1,452.41,30,0.6330841464159861,UBL Omni,2024-10-10,2024,10,10
U542,P1343,6,380.07,10,0.684761574969955,JazzCash,2024-04-19,2024,4,19
U769,P3380,0,143.63,25,0.2074226468131913,Debit Card,2024-01-16,2024,1,16
U3414,P3445,0,258.08,25,0.3822744586804636,Easypaisa,2024-06-19,2024,6,19
U2015,P1707,0,41.41,30,0.047053551422809765,Easypaisa,2024-06-01,2024,6,1
