InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Unnamed: 8,UserID
536375,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2025 9:32,509.99999999999994,17850.0,Pakistan,,U0067
536375,71053,WHITE METAL LANTERN,6,12/1/2025 9:32,678.0,17850.0,Pakistan,,U0068
536375,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2025 9:32,550.0,17850.0,Pakistan,,U0069
536375,20679,EDWARDIAN PARASOL RED,6,12/1/2025 9:32,990.0,17850.0,Pakistan,,U0070
536375,37370,RETRO COFFEE MUGS ASSORTED,6,12/1/2025 9:32,212.0,17850.0,Pakistan,,U0071
536375,21871,SAVE THE PLANET MUG,6,12/1/2025 9:32,212.0,17850.0,Pakistan,,U0072
536375,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/1/2025 9:32,212.0,17850.0,Pakistan,,U0073
536375,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/1/2025 9:32,212.0,17850.0,Pakistan,,U0074
536375,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/1/2025 9:32,990.0,17850.0,Pakistan,,U0075
536375,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/1/2025 9:32,1390.0,17850.0,Pakistan,,U0076
536375,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/1/2025 9:32,420.0,17850.0,Pakistan,,U0077
536375,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/1/2025 9:32,509.99999999999994,17850.0,Pakistan,,U0078
536375,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2025 9:32,678.0,17850.0,Pakistan,,U0079
536375,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2025 9:32,678.0,17850.0,Pakistan,,U0080
536375,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2025 9:32,1530.0,17850.0,Pakistan,,U0081
536375,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2025 9:32,850.0,17850.0,Pakistan,,U0082
536376,22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,12/1/2025 9:32,690.0,15291.0,Pakistan,,U0083
536376,21733,RED HANGING HEART T-LIGHT HOLDER,64,12/1/2025 9:32,509.99999999999994,15291.0,Pakistan,,U0084
536377,22632,HAND WARMER RED POLKA DOT,6,12/1/2025 9:34,370.0,17850.0,Pakistan,,U0085
536377,22633,HAND WARMER UNION JACK,6,12/1/2025 9:34,370.0,17850.0,Pakistan,,U0086
536378,22386,JUMBO BAG PINK POLKADOT,10,12/1/2025 9:37,390.0,14688.0,Pakistan,,U0087
536378,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,12/1/2025 9:37,390.0,14688.0,Pakistan,,U0088
536378,21033,JUMBO BAG CHARLIE AND LOLA TOYS,10,12/1/2025 9:37,590.0,14688.0,Pakistan,,U0089
536378,20723,STRAWBERRY CHARLOTTE BAG,10,12/1/2025 9:37,170.0,14688.0,Pakistan,,U0090
536378,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,12,12/1/2025 9:37,750.0,14688.0,Pakistan,,U0091
536378,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,12/1/2025 9:37,750.0,14688.0,Pakistan,,U0092
536378,21094,SET/6 RED SPOTTY PAPER PLATES,12,12/1/2025 9:37,170.0,14688.0,Pakistan,,U0093
536378,20725,LUNCH BAG RED RETROSPOT,10,12/1/2025 9:37,330.0,14688.0,Pakistan,,U0094
536378,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12/1/2025 9:37,509.99999999999994,14688.0,Pakistan,,U0095
536378,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12/1/2025 9:37,509.99999999999994,14688.0,Pakistan,,U0096
536378,21212,PACK OF 72 RETROSPOT CAKE CASES,120,12/1/2025 9:37,84.0,14688.0,Pakistan,,U0097
536378,21975,PACK OF 60 DINOSAUR CAKE CASES,24,12/1/2025 9:37,110.00000000000001,14688.0,Pakistan,,U0098
536378,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/1/2025 9:37,110.00000000000001,14688.0,Pakistan,,U0099
536378,84991,60 TEATIME FAIRY CAKE CASES,24,12/1/2025 9:37,110.00000000000001,14688.0,Pakistan,,U0100
536378,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,12/1/2025 9:37,590.0,14688.0,Pakistan,,U0101
536378,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,48,12/1/2025 9:37,250.0,14688.0,Pakistan,,U0102
536378,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,12/1/2025 9:37,76.0,14688.0,Pakistan,,U0103
536378,21931,JUMBO STORAGE BAG SUKI,10,12/1/2025 9:37,390.0,14688.0,Pakistan,,U0104
536378,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,12/1/2025 9:37,390.0,14688.0,Pakistan,,U0105
536380,22961,JAM MAKING SET PRINTED,24,12/1/2025 9:41,290.0,17809.0,Pakistan,,U0106
536381,22139,RETROSPOT TEA SET CERAMIC 11 PC ,23,12/1/2025 9:41,850.0,15311.0,Pakistan,,U0107
536381,84854,GIRLY PINK TOOL SET,5,12/1/2025 9:41,990.0,15311.0,Pakistan,,U0108
536381,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/2025 9:41,390.0,15311.0,Pakistan,,U0109
536381,82567,"AIRLINE LOUNGE,METAL SIGN",2,12/1/2025 9:41,420.0,15311.0,Pakistan,,U0110
536381,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,12/1/2025 9:41,250.0,15311.0,Pakistan,,U0111
536381,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/2025 9:41,250.0,15311.0,Pakistan,,U0112
536381,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/2025 9:41,250.0,15311.0,Pakistan,,U0113
536381,71270,PHOTO CLIP LINE,1,12/1/2025 9:41,250.0,15311.0,Pakistan,,U0114
536381,22262,FELT EGG COSY CHICKEN,1,12/1/2025 9:41,170.0,15311.0,Pakistan,,U0115
536381,22637,PIGGY BANK RETROSPOT ,1,12/1/2025 9:41,509.99999999999994,15311.0,Pakistan,,U0116
536381,21934,SKULL SHOULDER BAG,10,12/1/2025 9:41,330.0,15311.0,Pakistan,,U0117
536381,21169,YOU'RE CONFUSING ME METAL SIGN ,3,12/1/2025 9:41,338.0,15311.0,Pakistan,,U0118
536381,21166,COOK WITH WINE METAL SIGN ,1,12/1/2025 9:41,390.0,15311.0,Pakistan,,U0119
536381,21175,GIN + TONIC DIET METAL SIGN,2,12/1/2025 9:41,420.0,15311.0,Pakistan,,U0120
536381,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,12/1/2025 9:41,590.0,15311.0,Pakistan,,U0121
536381,37444C,PINK BREAKFAST CUP AND SAUCER ,1,12/1/2025 9:41,590.0,15311.0,Pakistan,,U0122
536381,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,12/1/2025 9:41,590.0,15311.0,Pakistan,,U0123
536381,22083,PAPER CHAIN KIT RETROSPOT,1,12/1/2025 9:41,590.0,15311.0,Pakistan,,U0124
536381,84971S,SMALL HEART FLOWERS HOOK ,6,12/1/2025 9:41,170.0,15311.0,Pakistan,,U0125
536381,71270,PHOTO CLIP LINE,3,12/1/2025 9:41,250.0,15311.0,Pakistan,,U0126
536381,47580,TEA TIME DES TEA COSY,2,12/1/2025 9:41,509.99999999999994,15311.0,Pakistan,,U0127
536381,22261,FELT EGG COSY WHITE RABBIT ,1,12/1/2025 9:41,170.0,15311.0,Pakistan,,U0128
536381,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,12/1/2025 9:41,170.0,15311.0,Pakistan,,U0129
536381,22644,CERAMIC CHERRY CAKE MONEY BANK,1,12/1/2025 9:41,290.0,15311.0,Pakistan,,U0130
536381,21533,RETROSPOT LARGE MILK JUG,1,12/1/2025 9:41,990.0,15311.0,Pakistan,,U0131
536381,21557,SET OF 6 FUNKY BEAKERS,2,12/1/2025 9:41,590.0,15311.0,Pakistan,,U0132
536381,15056BL,EDWARDIAN PARASOL BLACK,2,12/1/2025 9:41,1190.0,15311.0,Pakistan,,U0133
536381,15056N,EDWARDIAN PARASOL NATURAL,2,12/1/2025 9:41,1190.0,15311.0,Pakistan,,U0134
536381,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,12/1/2025 9:41,290.0,15311.0,Pakistan,,U0135
536381,22176,BLUE OWL SOFT TOY,1,12/1/2025 9:41,590.0,15311.0,Pakistan,,U0136
536381,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,12/1/2025 9:41,390.0,15311.0,Pakistan,,U0137
536381,21731,RED TOADSTOOL LED NIGHT LIGHT,2,12/1/2025 9:41,330.0,15311.0,Pakistan,,U0138
536381,22778,GLASS CLOCHE SMALL,3,12/1/2025 9:41,790.0,15311.0,Pakistan,,U0139
536381,22719,GUMBALL MONOCHROME COAT RACK,36,12/1/2025 9:41,212.0,15311.0,Pakistan,,U0140
536381,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,12/1/2025 9:41,1350.0,15311.0,Pakistan,,U0141
C536379,D,Discount,-1,12/1/2025 9:41,5500.0,14527.0,Pakistan,,U0142
536382,10002,INFLATABLE POLITICAL GLOBE ,12,12/1/2025 9:45,170.0,16098.0,Pakistan,,U0143
536382,21912,VINTAGE SNAKES & LADDERS,8,12/1/2025 9:45,750.0,16098.0,Pakistan,,U0144
536382,21832,CHOCOLATE CALCULATOR,12,12/1/2025 9:45,330.0,16098.0,Pakistan,,U0145
536382,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/2025 9:45,390.0,16098.0,Pakistan,,U0146
536382,22379,RECYCLING BAG RETROSPOT ,10,12/1/2025 9:45,420.0,16098.0,Pakistan,,U0147
536382,22381,TOY TIDY PINK POLKADOT,50,12/1/2025 9:45,370.0,16098.0,Pakistan,,U0148
536382,22798,ANTIQUE GLASS DRESSING TABLE POT,8,12/1/2025 9:45,590.0,16098.0,Pakistan,,U0149
536382,22726,ALARM CLOCK BAKELIKE GREEN,4,12/1/2025 9:45,750.0,16098.0,Pakistan,,U0150
536382,22926,IVORY GIANT GARDEN THERMOMETER,12,12/1/2025 9:45,1190.0,16098.0,Pakistan,,U0151
536382,22839,3 TIER CAKE TIN GREEN AND CREAM,2,12/1/2025 9:45,2990.0,16098.0,Pakistan,,U0152
536382,22838,3 TIER CAKE TIN RED AND CREAM,2,12/1/2025 9:45,2990.0,16098.0,Pakistan,,U0153
536382,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,12/1/2025 9:45,3390.0,16098.0,Pakistan,,U0154
C536383,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,12/1/2025 9:49,930.0000000000001,15311.0,Pakistan,,U0155
536384,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,12/1/2025 9:53,1290.0,18074.0,Pakistan,,U0156
536384,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,12/1/2025 9:53,130.0,18074.0,Pakistan,,U0157
536384,22464,HANGING METAL HEART LANTERN,12,12/1/2025 9:53,330.0,18074.0,Pakistan,,U0158
536384,21324,HANGING MEDINA LANTERN SMALL,6,12/1/2025 9:53,590.0,18074.0,Pakistan,,U0159
536384,22457,NATURAL SLATE HEART CHALKBOARD ,12,12/1/2025 9:53,590.0,18074.0,Pakistan,,U0160
536384,22469,HEART OF WICKER SMALL,40,12/1/2025 9:53,290.0,18074.0,Pakistan,,U0161
536384,22470,HEART OF WICKER LARGE,40,12/1/2025 9:53,509.99999999999994,18074.0,Pakistan,,U0162
536384,22224,WHITE LOVEBIRD LANTERN,6,12/1/2025 9:53,590.0,18074.0,Pakistan,,U0163
536384,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,12/1/2025 9:53,2550.0,18074.0,Pakistan,,U0164
536384,22189,CREAM HEART CARD HOLDER,4,12/1/2025 9:53,790.0,18074.0,Pakistan,,U0165
536384,22427,ENAMEL FLOWER JUG CREAM,3,12/1/2025 9:53,1190.0,18074.0,Pakistan,,U0166
536384,22428,ENAMEL FIRE BUCKET CREAM,6,12/1/2025 9:53,1390.0,18074.0,Pakistan,,U0167
536384,22424,ENAMEL BREAD BIN CREAM,8,12/1/2025 9:53,2190.0,18074.0,Pakistan,,U0168
536385,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,12/1/2025 9:56,3990.0,17420.0,Pakistan,,U0169
536385,22961,JAM MAKING SET PRINTED,12,12/1/2025 9:56,290.0,17420.0,Pakistan,,U0170
536385,22960,JAM MAKING SET WITH JARS,6,12/1/2025 9:56,850.0,17420.0,Pakistan,,U0171
536385,22663,JUMBO BAG DOLLY GIRL DESIGN,10,12/1/2025 9:56,390.0,17420.0,Pakistan,,U0172
536385,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,12/1/2025 9:56,250.0,17420.0,Pakistan,,U0173
536385,22168,ORGANISER WOOD ANTIQUE WHITE ,2,12/1/2025 9:56,1700.0,17420.0,Pakistan,,U0174
536385,22662,LUNCH BAG DOLLY GIRL DESIGN,10,12/1/2025 9:56,330.0,17420.0,Pakistan,,U0175
536386,84880,WHITE WIRE EGG HOLDER,36,12/1/2025 9:57,990.0,16029.0,Pakistan,,U0176
536386,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,12/1/2025 9:57,330.0,16029.0,Pakistan,,U0177
536386,85099B,JUMBO BAG RED RETROSPOT,100,12/1/2025 9:57,330.0,16029.0,Pakistan,,U0178
536387,79321,CHILLI LIGHTS,192,12/1/2025 9:58,764.0,16029.0,Pakistan,,U0179
536387,22780,LIGHT GARLAND BUTTERFILES PINK,192,12/1/2025 9:58,674.0,16029.0,Pakistan,,U0180
536387,22779,WOODEN OWLS LIGHT GARLAND ,192,12/1/2025 9:58,674.0,16029.0,Pakistan,,U0181
536387,22466,FAIRY TALE COTTAGE NIGHTLIGHT,432,12/1/2025 9:58,290.0,16029.0,Pakistan,,U0182
536387,21731,RED TOADSTOOL LED NIGHT LIGHT,432,12/1/2025 9:58,250.0,16029.0,Pakistan,,U0183
536388,21754,HOME BUILDING BLOCK WORD,3,12/1/2025 9:59,1190.0,16250.0,Pakistan,,U0184
536388,21755,LOVE BUILDING BLOCK WORD,3,12/1/2025 9:59,1190.0,16250.0,Pakistan,,U0185
536388,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/1/2025 9:59,1590.0,16250.0,Pakistan,,U0186
536388,21363,HOME SMALL WOOD LETTERS,3,12/1/2025 9:59,990.0,16250.0,Pakistan,,U0187
536388,21411,GINGHAM HEART  DOORSTOP RED,3,12/1/2025 9:59,850.0,16250.0,Pakistan,,U0188
536388,22318,FIVE HEART HANGING DECORATION,6,12/1/2025 9:59,590.0,16250.0,Pakistan,,U0189
536388,22464,HANGING METAL HEART LANTERN,12,12/1/2025 9:59,330.0,16250.0,Pakistan,,U0190
536388,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,12/1/2025 9:59,84.0,16250.0,Pakistan,,U0191
536388,22922,FRIDGE MAGNETS US DINER ASSORTED,12,12/1/2025 9:59,170.0,16250.0,Pakistan,,U0192
536388,22969,HOMEMADE JAM SCENTED CANDLES,12,12/1/2025 9:59,290.0,16250.0,Pakistan,,U0193
536388,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,12/1/2025 9:59,170.0,16250.0,Pakistan,,U0194
536388,21115,ROSE CARAVAN DOORSTOP,4,12/1/2025 9:59,1350.0,16250.0,Pakistan,,U0195
536388,22469,HEART OF WICKER SMALL,12,12/1/2025 9:59,330.0,16250.0,Pakistan,,U0196
536388,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,12/1/2025 9:59,330.0,16250.0,Pakistan,,U0197
536389,22941,CHRISTMAS LIGHTS 10 REINDEER,6,12/1/2025 10:03,1700.0,12431.0,Pakistan,,U0198
536389,21622,VINTAGE UNION JACK CUSHION COVER,8,12/1/2025 10:03,990.0,12431.0,Pakistan,,U0199
536389,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,12/1/2025 10:03,250.0,12431.0,Pakistan,,U0200
536389,35004C,SET OF 3 COLOURED  FLYING DUCKS,6,12/1/2025 10:03,1090.0,12431.0,Pakistan,,U0201
536389,35004G,SET OF 3 GOLD FLYING DUCKS,4,12/1/2025 10:03,1270.0,12431.0,Pakistan,,U0202
536389,85014B,RED RETROSPOT UMBRELLA,6,12/1/2025 10:03,1190.0,12431.0,Pakistan,,U0203
536389,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,12/1/2025 10:03,1190.0,12431.0,Pakistan,,U0204
536389,22193,RED DINER WALL CLOCK,2,12/1/2025 10:03,1700.0,12431.0,Pakistan,,U0205
536389,22726,ALARM CLOCK BAKELIKE GREEN,4,12/1/2025 10:03,750.0,12431.0,Pakistan,,U0206
536389,22727,ALARM CLOCK BAKELIKE RED ,4,12/1/2025 10:03,750.0,12431.0,Pakistan,,U0207
536389,22192,BLUE DINER WALL CLOCK,2,12/1/2025 10:03,1700.0,12431.0,Pakistan,,U0208
536389,22191,IVORY DINER WALL CLOCK,2,12/1/2025 10:03,1700.0,12431.0,Pakistan,,U0209
536389,22195,LARGE HEART MEASURING SPOONS,24,12/1/2025 10:03,330.0,12431.0,Pakistan,,U0210
536389,22196,SMALL HEART MEASURING SPOONS,24,12/1/2025 10:03,170.0,12431.0,Pakistan,,U0211
536390,22941,CHRISTMAS LIGHTS 10 REINDEER,2,12/1/2025 10:19,1700.0,17511.0,Pakistan,,U0212
536390,22960,JAM MAKING SET WITH JARS,12,12/1/2025 10:19,750.0,17511.0,Pakistan,,U0213
536390,22961,JAM MAKING SET PRINTED,12,12/1/2025 10:19,290.0,17511.0,Pakistan,,U0214
536390,22962,JAM JAR WITH PINK LID,48,12/1/2025 10:19,144.0,17511.0,Pakistan,,U0215
536390,22963,JAM JAR WITH GREEN LID,48,12/1/2025 10:19,144.0,17511.0,Pakistan,,U0216
536390,22968,ROSE COTTAGE KEEPSAKE BOX ,8,12/1/2025 10:19,1700.0,17511.0,Pakistan,,U0217
536390,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,12/1/2025 10:19,128.0,17511.0,Pakistan,,U0218
536390,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,12/1/2025 10:19,509.99999999999994,17511.0,Pakistan,,U0219
536390,20668,DISCO BALL CHRISTMAS DECORATION,288,12/1/2025 10:19,20.0,17511.0,Pakistan,,U0220
536390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,12/1/2025 10:19,509.99999999999994,17511.0,Pakistan,,U0221
536390,22197,SMALL POPCORN HOLDER,100,12/1/2025 10:19,144.0,17511.0,Pakistan,,U0222
536390,22198,LARGE POPCORN HOLDER ,50,12/1/2025 10:19,290.0,17511.0,Pakistan,,U0223
536390,21533,RETROSPOT LARGE MILK JUG,12,12/1/2025 10:19,850.0,17511.0,Pakistan,,U0224
536390,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,12/1/2025 10:19,128.0,17511.0,Pakistan,,U0225
536390,21094,SET/6 RED SPOTTY PAPER PLATES,96,12/1/2025 10:19,128.0,17511.0,Pakistan,,U0226
536390,21086,SET/6 RED SPOTTY PAPER CUPS,48,12/1/2025 10:19,130.0,17511.0,Pakistan,,U0227
536390,21786,POLKADOT RAIN HAT ,144,12/1/2025 10:19,64.0,17511.0,Pakistan,,U0228
536390,22654,DELUXE SEWING KIT ,40,12/1/2025 10:19,990.0,17511.0,Pakistan,,U0229
536390,21485,RETROSPOT HEART HOT WATER BOTTLE,24,12/1/2025 10:19,850.0,17511.0,Pakistan,,U0230
