User_ID,Product_ID,Category,Price (Rs.),Discount (%),Final_Price(Rs.),Payment_Method,Purchase_Date
U230,P1767,Home & Kitchen,47.45,25,35.59,Debit Card,2024-06-03
U230,P1157,Books,440.57,5,418.54,JazzCash,2025-03-01
U230,P1456,Clothing,244.73,50,122.36,JazzCash,2025-05-05
U230,P1831,Sports,363.37,50,181.69,Debit Card,2024-12-02
U230,P1813,Sports,100.75,30,70.52,Easypaisa,2024-11-16
U230,P1190,Electronics,425.53,30,297.87,UBL Omni,2024-07-19
U230,P1810,Books,400.63,30,280.44,JazzCash,2025-02-20
U230,P837,Books,154.62,50,77.31,Easypaisa,2024-11-30
U230,P529,Beauty,299.69,5,284.71,Cash on Delivery,2024-12-16
U230,P1406,Beauty,498.34,5,473.42,Easypaisa,2024-11-30
U230,P437,Sports,89.42,5,84.95,Debit Card,2024-10-11
U230,P367,Books,224.05,10,201.65,Debit Card,2025-02-22
U230,P308,Toys,490.75,30,343.52,UBL Omni,2025-05-23
U230,P1572,Home & Kitchen,156.3,0,156.3,JazzCash,2024-09-30
U230,P248,Beauty,120.16,10,108.14,Easypaisa,2025-07-14
U398,P1088,Home & Kitchen,353.08,50,176.54,UBL Omni,2024-11-20
U398,P1566,Toys,133.33,5,126.66,UBL Omni,2024-09-21
U398,P252,Sports,34.07,10,30.66,Debit Card,2025-01-13
U398,P1398,Toys,123.27,30,86.29,JazzCash,2025-04-03
U398,P1575,Books,215.34,5,204.57,UBL Omni,2024-11-04
U398,P532,Beauty,31.12,50,15.56,Cash on Delivery,2024-10-23
U398,P872,Clothing,298.3,25,223.73,UBL Omni,2025-01-29
U398,P1767,Home & Kitchen,47.45,25,35.59,Debit Card,2024-12-11
U398,P248,Beauty,120.16,10,108.14,Easypaisa,2025-02-17
U398,P1351,Beauty,209.89,30,146.92,JazzCash,2025-02-17
U398,P1983,Toys,375.59,30,262.91,Easypaisa,2024-05-02
U398,P1455,Clothing,64.64,50,32.32,Cash on Delivery,2024-09-12
U398,P1833,Toys,389.72,10,350.75,Debit Card,2025-04-14
U398,P6,Toys,40.04,0,40.04,UBL Omni,2024-10-12
U398,P616,Beauty,99.36,5,94.39,Easypaisa,2024-11-07
U398,P927,Toys,112.35,5,106.73,UBL Omni,2025-02-04
U398,P1613,Beauty,120.64,0,120.64,Debit Card,2025-03-23
U398,P1640,Beauty,286.5,5,272.18,UBL Omni,2024-08-23
U398,P657,Beauty,368.62,25,276.47,Debit Card,2024-04-26
U323,P890,Books,125.36,30,87.75,Debit Card,2025-08-27
U323,P1010,Electronics,15.81,25,11.86,JazzCash,2025-02-19
U323,P254,Electronics,294.52,10,265.07,Easypaisa,2024-07-29
U323,P1596,Home & Kitchen,314.16,30,219.91,JazzCash,2025-05-04
U323,P1769,Home & Kitchen,488.06,15,414.85,Easypaisa,2024-05-28
U323,P1406,Beauty,498.34,5,473.42,Easypaisa,2025-01-27
U323,P1835,Clothing,387.81,20,310.25,Cash on Delivery,2024-12-11
U323,P1549,Sports,84.28,10,75.85,Cash on Delivery,2025-01-28
U323,P1873,Clothing,77.64,25,58.23,JazzCash,2024-11-29
U323,P1639,Sports,475.5,10,427.95,Cash on Delivery,2025-06-26
U323,P1515,Books,221.27,30,154.89,Cash on Delivery,2024-08-31
U323,P1015,Home & Kitchen,69.64,20,55.71,Debit Card,2025-02-19
U323,P1961,Beauty,85.54,25,64.16,UBL Omni,2025-03-06
U323,P622,Clothing,496.06,15,421.65,Debit Card,2025-08-27
U323,P964,Books,387.69,25,290.77,Easypaisa,2025-03-31
U323,P606,Home & Kitchen,239.67,15,203.72,JazzCash,2024-04-03
U243,P616,Beauty,99.36,5,94.39,Easypaisa,2025-04-03
U243,P537,Sports,122.96,15,104.52,Cash on Delivery,2024-11-01
U243,P316,Home & Kitchen,165.06,30,115.54,Debit Card,2025-06-02
U243,P256,Toys,481.16,15,408.99,Debit Card,2024-07-21
U243,P737,Books,431.44,50,215.72,JazzCash,2024-09-09
U243,P837,Books,154.62,50,77.31,Easypaisa,2025-05-07
U243,P1907,Toys,145.1,25,108.82,JazzCash,2024-10-08
U243,P1926,Books,73.29,0,73.29,JazzCash,2025-05-27
U243,P519,Toys,431.65,25,323.74,UBL Omni,2025-02-09
U243,P1839,Sports,322.93,5,306.78,UBL Omni,2024-10-09
U243,P22,Electronics,400.08,50,200.04,JazzCash,2025-01-10
U243,P956,Beauty,202.5,50,101.25,JazzCash,2024-12-17
U243,P1284,Books,407.59,50,203.79,Easypaisa,2024-10-05
U243,P994,Beauty,333.18,10,299.86,Debit Card,2024-07-22
U243,P1015,Home & Kitchen,69.64,20,55.71,Debit Card,2025-01-09
U243,P197,Toys,92.41,50,46.2,Easypaisa,2025-08-16
U497,P1118,Books,98.06,0,98.06,Debit Card,2025-06-24
U497,P1365,Home & Kitchen,390.66,15,332.06,Debit Card,2025-03-01
U497,P1578,Toys,340.18,20,272.14,Cash on Delivery,2024-11-20
U497,P1598,Toys,107.11,30,74.98,Easypaisa,2024-09-27
U497,P1624,Books,321.92,50,160.96,Debit Card,2024-12-02
U497,P1892,Beauty,28.77,10,25.89,Debit Card,2025-09-01
U497,P1934,Toys,236.62,20,189.3,Debit Card,2025-05-02
U497,P1212,Beauty,130.13,10,117.12,JazzCash,2024-12-05
U497,P1830,Beauty,32.7,5,31.07,UBL Omni,2025-02-02
U497,P1010,Electronics,15.81,25,11.86,JazzCash,2024-09-13
U497,P1299,Books,327.4,30,229.18,Debit Card,2025-07-14
U370,P1873,Clothing,77.64,25,58.23,JazzCash,2025-08-26
U370,P1919,Books,37.22,30,26.05,UBL Omni,2024-08-24
U370,P1426,Home & Kitchen,72.96,5,69.31,UBL Omni,2025-05-14
U370,P1638,Electronics,57.23,5,54.37,Debit Card,2025-05-28
U370,P1860,Clothing,232.51,20,186.01,Debit Card,2024-06-06
U370,P412,Beauty,311.55,25,233.66,UBL Omni,2024-06-18
U370,P346,Clothing,126.42,5,120.1,Easypaisa,2024-11-13
U370,P418,Books,347.93,15,295.74,Debit Card,2024-06-08
U310,P20,Sports,213.23,20,170.58,Easypaisa,2024-06-01
U310,P252,Sports,34.07,10,30.66,Debit Card,2024-09-19
U310,P519,Toys,431.65,25,323.74,UBL Omni,2024-06-11
U310,P308,Toys,490.75,30,343.52,UBL Omni,2024-10-23
U310,P660,Beauty,187.86,20,150.29,Debit Card,2025-06-18
U310,P1323,Sports,225.17,30,157.62,Cash on Delivery,2024-12-24
U310,P256,Toys,481.16,15,408.99,Debit Card,2024-12-20
U310,P1171,Sports,338.0,10,304.2,UBL Omni,2025-01-21
U310,P677,Toys,221.53,30,155.07,JazzCash,2024-12-02
U310,P1408,Clothing,393.56,25,295.17,Easypaisa,2025-04-02
U310,P1677,Electronics,69.77,5,66.28,Debit Card,2025-01-27
U310,P1651,Beauty,358.01,5,340.11,Easypaisa,2024-12-18
U310,P1537,Toys,248.35,0,248.35,Debit Card,2024-11-21
U310,P1557,Toys,67.54,20,54.03,UBL Omni,2024-12-08
U310,P1970,Clothing,440.6,25,330.45,JazzCash,2024-05-23
U310,P1907,Toys,145.1,25,108.82,JazzCash,2024-10-11
U310,P1919,Books,37.22,30,26.05,UBL Omni,2024-07-13
U488,P463,Home & Kitchen,474.05,20,379.24,Cash on Delivery,2024-10-14
U488,P1493,Electronics,255.81,50,127.91,UBL Omni,2024-05-13
U488,P1838,Home & Kitchen,349.25,10,314.32,JazzCash,2025-03-31
U488,P168,Books,207.44,20,165.95,JazzCash,2024-12-08
U488,P248,Beauty,120.16,10,108.14,Easypaisa,2024-12-22
U488,P1341,Toys,388.1,25,291.08,Cash on Delivery,2024-07-06
U488,P1939,Sports,419.54,10,377.59,Cash on Delivery,2025-05-14
U488,P537,Sports,122.96,15,104.52,Cash on Delivery,2024-09-08
U488,P417,Beauty,42.93,0,42.93,JazzCash,2025-03-29
U488,P1639,Sports,475.5,10,427.95,Cash on Delivery,2025-03-18
U488,P1659,Beauty,157.11,10,141.4,Easypaisa,2025-08-14
U488,P1454,Home & Kitchen,402.85,15,342.42,UBL Omni,2024-07-26
U488,P1685,Toys,231.11,20,184.89,JazzCash,2024-12-30
U488,P1275,Home & Kitchen,275.11,50,137.56,Easypaisa,2025-05-15
U333,P1961,Beauty,85.54,25,64.16,UBL Omni,2024-10-14
U333,P1955,Beauty,62.99,30,44.09,JazzCash,2025-10-10
U333,P248,Beauty,120.16,10,108.14,Easypaisa,2024-10-02
U333,P425,Electronics,357.02,5,339.17,UBL Omni,2024-08-20
U333,P1926,Books,73.29,0,73.29,JazzCash,2024-09-13
U333,P126,Sports,274.65,20,219.72,Debit Card,2025-01-02
U333,P316,Home & Kitchen,165.06,30,115.54,Debit Card,2025-09-08
U333,P1323,Sports,225.17,30,157.62,Cash on Delivery,2025-03-04
U333,P1503,Beauty,436.86,5,415.02,Easypaisa,2025-01-01
U333,P1456,Clothing,244.73,50,122.36,JazzCash,2025-01-08
U333,P1299,Books,327.4,30,229.18,Debit Card,2024-10-19
U333,P74,Sports,27.22,20,21.78,Debit Card,2024-10-11
U333,P1682,Books,410.41,50,205.21,UBL Omni,2025-03-09
U333,P1908,Books,126.22,0,126.22,Cash on Delivery,2024-08-14
U333,P529,Beauty,299.69,5,284.71,Cash on Delivery,2025-02-22
U333,P1716,Electronics,151.85,15,129.07,Cash on Delivery,2025-03-30
U333,P1452,Sports,473.96,25,355.47,JazzCash,2024-09-25
U333,P1908,Books,126.22,0,126.22,Cash on Delivery,2025-01-13
U239,P144,Books,231.08,10,207.97,Debit Card,2024-07-21
U239,P425,Electronics,357.02,5,339.17,UBL Omni,2024-08-10
U239,P1088,Home & Kitchen,353.08,50,176.54,UBL Omni,2024-11-04
U239,P972,Home & Kitchen,98.93,0,98.93,JazzCash,2025-03-16
U239,P1704,Home & Kitchen,279.37,0,279.37,JazzCash,2024-10-15
U478,P300,Books,192.48,15,163.61,UBL Omni,2024-07-08
U478,P483,Home & Kitchen,495.95,5,471.15,Debit Card,2025-05-16
U478,P1982,Toys,221.92,20,177.54,Debit Card,2025-08-05
U478,P1086,Beauty,476.57,5,452.74,UBL Omni,2025-02-13
U478,P1275,Home & Kitchen,275.11,50,137.56,Easypaisa,2025-02-20
U478,P1365,Home & Kitchen,390.66,15,332.06,Debit Card,2025-05-10
U478,P1323,Sports,225.17,30,157.62,Cash on Delivery,2025-02-22
U478,P1347,Clothing,109.25,5,103.79,UBL Omni,2024-12-16
U478,P668,Books,309.67,25,232.25,JazzCash,2025-05-06
U478,P1598,Toys,107.11,30,74.98,Easypaisa,2025-01-23
U478,P1405,Electronics,277.17,30,194.02,Debit Card,2024-05-04
U478,P1398,Toys,123.27,30,86.29,JazzCash,2025-07-13
U478,P1341,Toys,388.1,25,291.08,Cash on Delivery,2024-10-01
U478,P994,Beauty,333.18,10,299.86,Debit Card,2024-10-29
U478,P1413,Home & Kitchen,343.88,5,326.69,Cash on Delivery,2024-06-05
U478,P1838,Home & Kitchen,349.25,10,314.32,JazzCash,2025-05-07
U478,P1678,Sports,86.95,25,65.21,Cash on Delivery,2025-01-14
U478,P265,Electronics,465.45,15,395.63,Easypaisa,2025-09-15
U478,P20,Sports,213.23,20,170.58,Easypaisa,2024-06-04
U462,P1934,Toys,236.62,20,189.3,Debit Card,2024-11-01
U462,P293,Home & Kitchen,317.67,20,254.14,Easypaisa,2024-08-08
U462,P920,Electronics,352.95,50,176.47,JazzCash,2024-10-07
U462,P1752,Home & Kitchen,478.62,5,454.69,Cash on Delivery,2025-01-14
U462,P783,Toys,261.57,50,130.78,Debit Card,2025-02-18
U462,P144,Books,231.08,10,207.97,Debit Card,2024-04-12
U462,P535,Sports,114.84,20,91.87,Cash on Delivery,2025-04-06
U462,P737,Books,431.44,50,215.72,JazzCash,2024-05-26
U462,P1426,Home & Kitchen,72.96,5,69.31,UBL Omni,2024-11-02
U462,P1608,Electronics,316.84,25,237.63,Debit Card,2025-03-13
U493,P1886,Books,176.6,0,176.6,UBL Omni,2024-05-11
U493,P153,Sports,321.66,0,321.66,UBL Omni,2024-11-10
U493,P1542,Beauty,251.84,5,239.25,UBL Omni,2024-10-05
U493,P346,Clothing,126.42,5,120.1,Easypaisa,2024-03-05
U493,P1270,Beauty,344.08,30,240.86,Debit Card,2024-12-09
U493,P1961,Beauty,85.54,25,64.16,UBL Omni,2024-07-18
U493,P478,Toys,53.1,50,26.55,JazzCash,2025-04-05
U493,P708,Toys,365.26,0,365.26,JazzCash,2024-01-22
U493,P1270,Beauty,344.08,30,240.86,Debit Card,2025-02-14
U439,P1114,Electronics,384.61,0,384.61,JazzCash,2025-01-13
U439,P1608,Electronics,316.84,25,237.63,Debit Card,2025-05-07
U439,P1098,Clothing,129.71,25,97.28,Cash on Delivery,2024-06-19
U439,P608,Beauty,347.43,15,295.32,Easypaisa,2024-08-09
U439,P861,Beauty,181.51,15,154.28,Debit Card,2025-05-19
U439,P540,Electronics,96.93,50,48.47,Cash on Delivery,2024-10-07
U439,P1015,Home & Kitchen,69.64,20,55.71,Debit Card,2025-05-20
U439,P956,Beauty,202.5,50,101.25,JazzCash,2024-12-17
U439,P1365,Home & Kitchen,390.66,15,332.06,Debit Card,2024-12-07
U439,P378,Books,184.8,30,129.36,Debit Card,2025-03-07
U439,P183,Sports,289.28,20,231.42,UBL Omni,2025-04-15
U439,P976,Electronics,143.68,10,129.31,JazzCash,2024-08-10
U439,P604,Sports,178.75,15,151.94,Easypaisa,2025-10-11
U439,P1542,Beauty,251.84,5,239.25,UBL Omni,2024-08-18
U427,P1608,Electronics,316.84,25,237.63,Debit Card,2024-07-02
U427,P1872,Books,205.38,30,143.77,Debit Card,2025-05-09
U427,P1549,Sports,84.28,10,75.85,Cash on Delivery,2025-09-08
U427,P1299,Books,327.4,30,229.18,Debit Card,2024-09-28
U427,P1704,Home & Kitchen,279.37,0,279.37,JazzCash,2025-05-20
U427,P1716,Electronics,151.85,15,129.07,Cash on Delivery,2024-08-17
U427,P424,Toys,493.29,25,369.97,Debit Card,2024-12-02
U427,P711,Clothing,438.97,10,395.07,Cash on Delivery,2025-09-21
U427,P650,Sports,139.02,30,97.31,Cash on Delivery,2024-11-15
U427,P1836,Sports,117.91,0,117.91,Debit Card,2024-11-27
U427,P1639,Sports,475.5,10,427.95,Cash on Delivery,2025-06-20
U427,P374,Books,364.19,10,327.77,Easypaisa,2025-03-29
U427,P278,Electronics,385.98,15,328.08,Easypaisa,2024-06-10
U427,P1297,Beauty,32.39,20,25.91,UBL Omni,2024-05-30
U264,P956,Beauty,202.5,50,101.25,JazzCash,2024-12-20
U264,P840,Electronics,302.95,15,257.51,Easypaisa,2025-05-21
U264,P864,Toys,63.96,5,60.76,JazzCash,2025-07-22
U264,P1800,Toys,442.58,5,420.45,Easypaisa,2025-06-07
U264,P178,Clothing,378.27,0,378.27,Cash on Delivery,2024-09-26
U264,P1678,Sports,86.95,25,65.21,Cash on Delivery,2025-06-17
U264,P1566,Toys,133.33,5,126.66,UBL Omni,2024-09-02
U264,P412,Beauty,311.55,25,233.66,UBL Omni,2024-02-19
U264,P478,Toys,53.1,50,26.55,JazzCash,2024-05-08
U264,P1203,Toys,422.7,0,422.7,Debit Card,2024-09-24
U264,P964,Books,387.69,25,290.77,Easypaisa,2024-10-08
U264,P178,Clothing,378.27,0,378.27,Cash on Delivery,2024-05-14
U264,P560,Clothing,478.77,20,383.02,Easypaisa,2025-02-10
U264,P677,Toys,221.53,30,155.07,JazzCash,2025-07-06
U341,P1086,Beauty,476.57,5,452.74,UBL Omni,2025-03-06
U341,P660,Beauty,187.86,20,150.29,Debit Card,2024-11-30
U341,P591,Home & Kitchen,206.97,0,206.97,Easypaisa,2025-05-07
U341,P568,Home & Kitchen,138.31,10,124.48,UBL Omni,2024-11-06
U341,P1983,Toys,375.59,30,262.91,Easypaisa,2024-08-28
U341,P6,Toys,40.04,0,40.04,UBL Omni,2024-12-30
U341,P432,Toys,30.8,50,15.4,JazzCash,2024-06-17
U487,P305,Beauty,70.54,30,49.38,Easypaisa,2024-11-28
U487,P1934,Toys,236.62,20,189.3,Debit Card,2025-06-19
U487,P626,Toys,411.1,30,287.77,Cash on Delivery,2024-07-18
U487,P1515,Books,221.27,30,154.89,Cash on Delivery,2025-01-29
U487,P1939,Sports,419.54,10,377.59,Cash on Delivery,2025-01-11
U487,P1892,Beauty,28.77,10,25.89,Debit Card,2025-06-02
U487,P1704,Home & Kitchen,279.37,0,279.37,JazzCash,2025-01-17
U487,P272,Books,128.2,15,108.97,Debit Card,2025-06-16
U487,P1088,Home & Kitchen,353.08,50,176.54,UBL Omni,2025-06-26
U487,P1341,Toys,388.1,25,291.08,Cash on Delivery,2024-12-06
U487,P432,Toys,30.8,50,15.4,JazzCash,2024-10-06
U487,P265,Electronics,465.45,15,395.63,Easypaisa,2024-12-02
U487,P197,Toys,92.41,50,46.2,Easypaisa,2025-01-18
U487,P532,Beauty,31.12,50,15.56,Cash on Delivery,2024-12-05
U487,P591,Home & Kitchen,206.97,0,206.97,Easypaisa,2025-01-02
U487,P1275,Home & Kitchen,275.11,50,137.56,Easypaisa,2025-02-13
U487,P180,Toys,401.54,10,361.39,Debit Card,2025-06-01
U487,P1486,Books,439.81,15,373.84,Easypaisa,2025-05-06
U487,P1566,Toys,133.33,5,126.66,UBL Omni,2025-03-29
U487,P197,Toys,92.41,50,46.2,Easypaisa,2025-02-12
U420,P1494,Electronics,311.05,30,217.73,Easypaisa,2024-10-22
U420,P1908,Books,126.22,0,126.22,Cash on Delivery,2024-01-29
U420,P147,Clothing,202.03,25,151.52,Easypaisa,2025-01-07
U420,P1542,Beauty,251.84,5,239.25,UBL Omni,2024-10-04
U420,P783,Toys,261.57,50,130.78,Debit Card,2025-05-08
U420,P1838,Home & Kitchen,349.25,10,314.32,JazzCash,2025-03-23
U206,P1908,Books,126.22,0,126.22,Cash on Delivery,2024-04-03
U206,P827,Books,312.78,15,265.86,Debit Card,2024-11-22
U206,P532,Beauty,31.12,50,15.56,Cash on Delivery,2024-12-02
U206,P1442,Toys,164.37,30,115.06,Easypaisa,2025-01-13
U206,P1704,Home & Kitchen,279.37,0,279.37,JazzCash,2024-09-11
U343,P616,Beauty,99.36,5,94.39,Easypaisa,2024-09-13
U343,P407,Home & Kitchen,198.84,50,99.42,JazzCash,2024-08-29
U343,P1635,Books,245.54,15,208.71,Cash on Delivery,2025-05-26
U343,P1142,Beauty,352.62,0,352.62,UBL Omni,2024-07-16
U343,P1299,Books,327.4,30,229.18,Debit Card,2024-10-17
U343,P1884,Electronics,258.91,25,194.18,Cash on Delivery,2025-03-10
U343,P994,Beauty,333.18,10,299.86,Debit Card,2024-07-10
U343,P1694,Home & Kitchen,492.64,20,394.11,UBL Omni,2024-07-08
U380,P1860,Clothing,232.51,20,186.01,Debit Card,2024-05-27
U380,P939,Home & Kitchen,412.27,20,329.82,JazzCash,2024-11-07
U380,P140,Clothing,130.8,25,98.1,Debit Card,2024-04-09
U380,P1279,Books,123.61,15,105.07,UBL Omni,2025-03-24
U380,P1817,Clothing,315.8,0,315.8,Easypaisa,2025-09-10
U380,P1575,Books,215.34,5,204.57,UBL Omni,2024-05-22
U380,P1835,Clothing,387.81,20,310.25,Cash on Delivery,2025-05-19
U380,P1640,Beauty,286.5,5,272.18,UBL Omni,2025-07-03
U380,P1566,Toys,133.33,5,126.66,UBL Omni,2025-04-13
U380,P1833,Toys,389.72,10,350.75,Debit Card,2024-08-03
U380,P1676,Home & Kitchen,95.92,25,71.94,Debit Card,2024-10-02
U380,P1870,Electronics,216.18,30,151.33,UBL Omni,2024-03-31
U380,P1452,Sports,473.96,25,355.47,JazzCash,2024-10-09
U380,P1640,Beauty,286.5,5,272.18,UBL Omni,2025-03-08
U380,P537,Sports,122.96,15,104.52,Cash on Delivery,2025-05-29
U380,P1886,Books,176.6,0,176.6,UBL Omni,2024-06-06
U380,P498,Toys,304.02,15,258.42,Easypaisa,2025-05-02
U380,P1316,Beauty,19.44,15,16.52,Easypaisa,2024-08-23
U380,P1453,Electronics,176.01,0,176.01,Debit Card,2024-09-18
U332,P1598,Toys,107.11,30,74.98,Easypaisa,2024-09-13
U332,P367,Books,224.05,10,201.65,Debit Card,2024-05-17
U332,P159,Toys,112.97,25,84.73,JazzCash,2024-12-31
U332,P1651,Beauty,358.01,5,340.11,Easypaisa,2025-01-17
U332,P1870,Electronics,216.18,30,151.33,UBL Omni,2024-09-20
U332,P499,Beauty,416.65,15,354.15,Easypaisa,2025-04-04
U332,P407,Home & Kitchen,198.84,50,99.42,JazzCash,2024-11-03
U332,P1086,Beauty,476.57,5,452.74,UBL Omni,2024-11-01
U332,P789,Home & Kitchen,383.65,15,326.1,Easypaisa,2024-07-18
U332,P1109,Home & Kitchen,459.03,20,367.22,UBL Omni,2025-06-13
U332,P1640,Beauty,286.5,5,272.18,UBL Omni,2024-10-26
U332,P710,Beauty,221.53,0,221.53,Debit Card,2025-03-06
U332,P708,Toys,365.26,0,365.26,JazzCash,2024-07-08
U332,P1215,Beauty,95.3,5,90.53,Easypaisa,2024-12-01
U332,P525,Sports,471.4,30,329.98,Debit Card,2025-07-29
U332,P861,Beauty,181.51,15,154.28,Debit Card,2025-04-08
U332,P783,Toys,261.57,50,130.78,Debit Card,2025-03-03
U332,P232,Clothing,471.77,15,401.0,JazzCash,2024-11-02
U332,P530,Home & Kitchen,230.47,0,230.47,Cash on Delivery,2024-04-20
U346,P972,Home & Kitchen,98.93,0,98.93,JazzCash,2025-01-17
U346,P1001,Books,220.76,15,187.65,Cash on Delivery,2024-12-19
U346,P1836,Sports,117.91,0,117.91,Debit Card,2025-05-20
U346,P292,Electronics,476.41,10,428.77,Easypaisa,2024-06-11
U346,P1908,Books,126.22,0,126.22,Cash on Delivery,2024-08-20
U346,P197,Toys,92.41,50,46.2,Easypaisa,2025-08-19
U346,P389,Toys,404.07,15,343.46,JazzCash,2024-12-06
U346,P976,Electronics,143.68,10,129.31,JazzCash,2025-02-19
U346,P1575,Books,215.34,5,204.57,UBL Omni,2024-07-22
U346,P1676,Home & Kitchen,95.92,25,71.94,Debit Card,2025-04-15
U346,P939,Home & Kitchen,412.27,20,329.82,JazzCash,2024-12-26
U346,P1405,Electronics,277.17,30,194.02,Debit Card,2024-10-12
U346,P737,Books,431.44,50,215.72,JazzCash,2024-05-29
U346,P879,Home & Kitchen,460.19,50,230.09,Easypaisa,2024-07-11
U346,P1905,Books,229.55,15,195.12,Cash on Delivery,2025-09-16
U346,P1677,Electronics,69.77,5,66.28,Debit Card,2025-04-05
U346,P1171,Sports,338.0,10,304.2,UBL Omni,2025-03-13
U346,P1659,Beauty,157.11,10,141.4,Easypaisa,2025-07-31
U346,P1281,Clothing,424.33,5,403.11,Cash on Delivery,2025-05-12
U346,P233,Home & Kitchen,223.13,5,211.97,JazzCash,2025-01-24
U461,P1860,Clothing,232.51,20,186.01,Debit Card,2024-11-13
U461,P374,Books,364.19,10,327.77,Easypaisa,2024-05-31
U461,P1522,Clothing,481.63,20,385.3,Cash on Delivery,2025-04-18
U461,P316,Home & Kitchen,165.06,30,115.54,Debit Card,2025-07-01
U461,P519,Toys,431.65,25,323.74,UBL Omni,2025-04-02
U461,P1297,Beauty,32.39,20,25.91,UBL Omni,2024-09-19
U461,P1926,Books,73.29,0,73.29,JazzCash,2024-10-27
U461,P1270,Beauty,344.08,30,240.86,Debit Card,2024-08-11
U461,P248,Beauty,120.16,10,108.14,Easypaisa,2025-05-18
U461,P1270,Beauty,344.08,30,240.86,Debit Card,2024-04-19
U461,P1137,Toys,204.56,0,204.56,JazzCash,2024-08-22
U461,P660,Beauty,187.86,20,150.29,Debit Card,2024-12-14
U461,P681,Clothing,227.2,20,181.76,UBL Omni,2025-07-08
U461,P1010,Electronics,15.81,25,11.86,JazzCash,2024-07-20
U300,P1778,Beauty,146.47,10,131.82,Debit Card,2024-10-06
