User_ID,Product_ID,Category,Price (Rs.),Discount (%),Final_Price(Rs.),Payment_Method,Purchase_Date,Year,Month,Day,Recency,Frequency,Monetary_Value
U573,P900,4,Rs. 430.43,0,Rs. 430.43,JazzCash,2024-10-02,2024,10,2,158,1,430.43
U877,P1805,0,Rs. 167.31,20,Rs. 133.85,Cash on Delivery,2024-01-10,2024,1,10,424,1,133.85
U870,P238,0,Rs. 74.24,10,Rs. 66.82,UBL Omni,2024-09-25,2024,9,25,165,1,66.82
U987,P1179,6,Rs. 189.0,10,Rs. 170.1,Easypaisa,2024-09-27,2024,9,27,163,1,170.1
U1469,P1799,6,Rs. 38.68,5,Rs. 36.75,JazzCash,2024-09-11,2024,9,11,179,1,36.75
U518,P1985,6,Rs. 450.51,30,Rs. 315.36,JazzCash,2024-10-11,2024,10,11,149,1,315.36
U1744,P907,3,Rs. 265.67,50,Rs. 132.84,Easypaisa,2024-03-07,2024,3,7,367,1,132.84
U1206,P832,3,Rs. 298.02,25,Rs. 223.51,UBL Omni,2024-05-15,2024,5,15,298,1,223.51
U570,P310,0,Rs. 266.2,0,Rs. 266.2,JazzCash,2024-11-14,2024,11,14,115,1,266.2
U1858,P188,3,Rs. 145.56,50,Rs. 72.78,Cash on Delivery,2024-02-20,2024,2,20,383,1,72.78
U688,P1022,3,Rs. 309.01,25,Rs. 231.76,Visa,2024-10-21,2024,10,21,139,1,231.76
U105,P1182,0,Rs. 481.03,50,Rs. 240.51,UBL Omni,2024-11-03,2024,11,3,126,1,240.51
U763,P512,4,Rs. 106.27,15,Rs. 90.33,Easypaisa,2024-10-27,2024,10,27,133,1,90.33
U1096,P1861,1,Rs. 268.14,0,Rs. 268.14,Visa,2024-06-02,2024,6,2,280,1,268.14
U462,P737,1,Rs. 431.44,50,Rs. 215.72,JazzCash,2024-01-28,2024,1,28,406,1,215.72
U1547,P1772,2,Rs. 219.54,15,Rs. 186.61,JazzCash,2024-04-22,2024,4,22,321,1,186.61
U912,P1616,6,Rs. 454.14,10,Rs. 408.73,Easypaisa,2024-11-13,2024,11,13,116,1,408.73
U1772,P1632,2,Rs. 118.28,15,Rs. 100.54,Visa,2024-04-04,2024,4,4,339,1,100.54
U1560,P575,4,Rs. 389.85,30,Rs. 272.89,Easypaisa,2024-07-20,2024,7,20,232,1,272.89
U723,P909,1,Rs. 381.47,30,Rs. 267.03,Easypaisa,2024-10-10,2024,10,10,150,1,267.03
U1006,P1750,2,Rs. 430.32,15,Rs. 365.77,Visa,2024-05-23,2024,5,23,290,1,365.77
U241,P1704,4,Rs. 279.37,0,Rs. 279.37,JazzCash,2024-08-25,2024,8,25,196,1,279.37
U898,P276,5,Rs. 481.53,25,Rs. 361.15,JazzCash,2024-08-21,2024,8,21,200,1,361.15
U1181,P179,2,Rs. 311.67,15,Rs. 264.92,Easypaisa,2024-10-01,2024,10,1,159,1,264.92
U1882,P516,5,Rs. 102.51,20,Rs. 82.01,Cash on Delivery,2024-02-17,2024,2,17,386,1,82.01
U106,P1295,2,Rs. 252.65,10,Rs. 227.39,Visa,2024-01-31,2024,1,31,403,1,227.39
U1631,P430,2,Rs. 403.98,15,Rs. 343.38,Easypaisa,2024-09-08,2024,9,8,182,1,343.38
U1285,P782,0,Rs. 327.53,30,Rs. 229.27,UBL Omni,2024-02-01,2024,2,1,402,1,229.27
