User_ID,Product_ID,Category,Price (Rs.),Discount (%),Final_Price(Rs.),Payment_Method,Purchase_Date,Year,Month,Day
U2878,P2462,6,110.52,20,0.16810950644694767,UBL Omni,2024-10-04,2024,10,4
U2267,P1257,5,26.95,20,0.03191901085694498,Debit Card,2024-03-08,2024,3,8
U2773,P1354,2,289.27,15,0.48884769722771065,Cash on Delivery,2024-04-15,2024,4,15
U2091,P1128,4,431.84,10,0.7796834579267922,UBL Omni,2024-07-18,2024,7,18
U1234,P3619,5,358.64,5,0.682011692094596,Easypaisa,2024-09-04,2024,9,4
U2073,P1355,5,116.19,20,0.1773368912064857,Cash on Delivery,2024-04-24,2024,4,24
U1955,P1186,6,136.24,0,0.265516468742998,Easypaisa,2024-03-03,2024,3,3
U292,P1691,1,90.77,5,0.16364858533803192,Cash on Delivery,2024-05-24,2024,5,24
U2328,P1140,3,109.9,15,0.17829425783716624,UBL Omni,2024-07-24,2024,7,24
U1160,P613,3,339.21,25,0.5062228830994236,Cash on Delivery,2024-08-15,2024,8,15
U2772,P2807,1,181.69,10,0.3210844723280305,Debit Card,2024-02-09,2024,2,9
U426,P3243,2,450.5,5,0.8597559733566905,Debit Card,2024-07-20,2024,7,20
U2053,P3641,4,309.9,5,0.5876805247183916,UBL Omni,2024-01-28,2024,1,28
U3633,P491,3,203.54,25,0.29896319230847573,JazzCash,2024-03-12,2024,3,12
U1155,P3525,3,431.46,10,0.7789705253294769,Debit Card,2024-03-02,2024,3,2
U3426,P1708,2,154.02,30,0.20760597233821526,Debit Card,2024-04-12,2024,4,12
U721,P1193,5,374.81,50,0.3697472144704948,UBL Omni,2024-04-15,2024,4,15
U2285,P2653,0,443.0,5,0.8452528873770193,JazzCash,2024-05-13,2024,5,13
U668,P408,2,474.63,5,0.9064632432322327,Easypaisa,2024-04-18,2024,4,18
U1861,P1254,6,463.05,15,0.7897256227975475,UBL Omni,2024-05-10,2024,5,10
U2764,P2563,1,99.23,20,0.14969547593343246,JazzCash,2024-02-28,2024,2,28
U827,P1118,4,197.33,25,0.2894710040127921,UBL Omni,2024-08-22,2024,8,22
U3573,P3373,0,280.99,30,0.38865011305074043,JazzCash,2024-02-07,2024,2,7
U972,P3168,2,130.27,20,0.2002933208400383,Cash on Delivery,2024-04-18,2024,4,18
U780,P1721,1,44.29,10,0.06919520094514493,Easypaisa,2024-09-11,2024,9,11
U168,P57,4,478.62,5,0.9141832847860185,Cash on Delivery,2024-03-09,2024,3,9
U2337,P3122,5,230.09,15,0.38638909824211193,UBL Omni,2024-01-11,2024,1,11
U479,P1967,4,305.94,5,0.5800215916729473,Cash on Delivery,2024-08-07,2024,8,7
U3542,P296,4,23.62,15,0.028904324445440284,JazzCash,2024-04-22,2024,4,22
U45,P2173,4,170.31,20,0.26553683824577845,Easypaisa,2024-03-30,2024,3,30
U3002,P1046,0,33.21,20,0.042124131749943984,Easypaisa,2024-03-14,2024,3,14
U3209,P1620,1,457.69,20,0.733831707168028,Easypaisa,2024-06-13,2024,6,13
U2287,P1002,5,317.02,25,0.4723076609699957,UBL Omni,2024-09-01,2024,9,1
U1996,P1283,5,12.24,10,0.010449554926364247,Cash on Delivery,2024-02-13,2024,2,13
U3522,P604,0,269.81,5,0.5101134581304871,Debit Card,2024-04-06,2024,4,6
U1760,P853,1,229.55,15,0.3854521011142118,Cash on Delivery,2024-11-02,2024,11,2
U2746,P2357,6,324.93,25,0.4844071456215754,Cash on Delivery,2024-02-29,2024,2,29
U3285,P207,5,368.86,50,0.36367710264192454,Cash on Delivery,2024-07-25,2024,7,25
U2691,P1319,0,377.15,0,0.7562381602265089,Debit Card,2024-01-17,2024,1,17
U2402,P1723,0,399.88,5,0.7618194039883487,Cash on Delivery,2024-11-06,2024,11,6
U6,P3356,6,413.31,30,0.5773328173059297,Easypaisa,2024-03-07,2024,3,7
U956,P1437,5,183.1,5,0.342309494225246,Debit Card,2024-03-11,2024,3,11
U2500,P1990,0,138.64,20,0.21392051820015076,UBL Omni,2024-10-08,2024,10,8
U1367,P8,1,205.38,30,0.28085470433666715,Debit Card,2024-06-23,2024,6,23
U1927,P1741,4,388.45,15,0.6605626056667958,Easypaisa,2024-04-19,2024,4,19
U903,P2190,0,430.96,15,0.7341779887152955,Cash on Delivery,2024-09-10,2024,9,10
U1033,P3610,0,458.8,50,0.4552787566455503,Easypaisa,2024-06-25,2024,6,25
U70,P3340,2,210.96,15,0.35326828672112115,Debit Card,2024-02-15,2024,2,15
U40,P895,6,424.14,50,0.41997840832705274,Debit Card,2024-09-06,2024,9,6
U2582,P2083,2,400.84,10,0.7228525451693725,UBL Omni,2024-04-12,2024,4,12
U3234,P1116,0,117.7,25,0.16782433340802153,Easypaisa,2024-08-11,2024,8,11
U2363,P140,2,132.67,15,0.21770924571731207,Cash on Delivery,2024-10-20,2024,10,20
U3590,P3098,5,323.64,50,0.31762165685535615,Debit Card,2024-02-05,2024,2,5
U3153,P510,5,272.29,0,0.5426435540708453,Debit Card,2024-07-05,2024,7,5
U885,P206,3,414.58,20,0.6635772920783005,JazzCash,2024-02-18,2024,2,18
U2380,P1191,6,168.52,5,0.31409773287434056,Easypaisa,2024-04-03,2024,4,3
U2277,P2642,5,23.85,20,0.026867374167396568,Cash on Delivery,2024-10-10,2024,10,10
U2468,P907,5,422.68,15,0.7198378587578678,JazzCash,2024-02-02,2024,2,2
U3167,P234,1,381.28,15,0.6481575784735095,Cash on Delivery,2024-10-05,2024,10,5
U2867,P1044,3,154.15,20,0.2391990711506732,Cash on Delivery,2024-08-21,2024,8,21
U2471,P2698,5,213.18,15,0.3570977532438433,Cash on Delivery,2024-05-20,2024,5,20
U606,P1245,1,335.84,5,0.6378913490721693,Easypaisa,2024-07-09,2024,7,9
U135,P3537,6,133.33,5,0.24600248507933922,UBL Omni,2024-05-19,2024,5,19
U2726,P2235,3,306.97,20,0.48823661214429764,UBL Omni,2024-03-07,2024,3,7
U1815,P1822,5,185.53,15,0.30922942170981604,JazzCash,2024-08-15,2024,8,15
U1973,P1603,6,31.79,0,0.052757012201332165,Debit Card,2024-08-20,2024,8,20
U3280,P3499,6,326.97,20,0.520827816592997,UBL Omni,2024-05-24,2024,5,24
U2197,P1427,2,166.89,10,0.2939522946244882,Debit Card,2024-01-09,2024,1,9
U1348,P1246,1,207.44,20,0.3260342615036767,JazzCash,2024-02-18,2024,2,18
U174,P1839,0,31.12,50,0.019697309188682705,Cash on Delivery,2024-08-16,2024,8,16
U617,P223,3,469.59,10,0.848878658871937,UBL Omni,2024-06-29,2024,6,29
U3539,P2492,5,399.69,25,0.5986189477114864,Cash on Delivery,2024-07-04,2024,7,4
U2299,P2458,6,12.15,5,0.011508769070946978,Debit Card,2024-01-02,2024,1,2
U714,P3566,4,59.16,20,0.08441121952213146,Cash on Delivery,2024-03-25,2024,3,25
U1976,P909,6,261.36,10,0.4671338072637647,UBL Omni,2024-07-23,2024,7,23
U1077,P325,3,136.96,25,0.19723789542297274,JazzCash,2024-10-31,2024,10,31
U603,P1631,4,200.57,15,0.3352616462632147,Easypaisa,2024-05-30,2024,5,30
U1355,P3469,2,481.63,20,0.7728393049925653,Cash on Delivery,2024-05-06,2024,5,6
U884,P1109,6,44.62,50,0.033446723565477766,Debit Card,2024-06-26,2024,6,26
U3487,P3387,5,155.2,30,0.20929664106899154,UBL Omni,2024-05-03,2024,5,3
U1092,P766,6,340.82,0,0.6822357566251809,Debit Card,2024-05-23,2024,5,23
U3133,P2347,1,377.55,50,0.3725378363514147,JazzCash,2024-08-25,2024,8,25
U1498,P3363,3,176.01,0,0.3465259813007964,Debit Card,2024-07-09,2024,7,9
U1688,P904,4,53.69,25,0.07003035055914286,UBL Omni,2024-07-07,2024,7,7
U1183,P2902,0,70.91,10,0.11800052960707229,Debit Card,2024-01-31,2024,1,31
U140,P1365,0,120.16,10,0.20827816592996967,Easypaisa,2024-09-27,2024,9,27
U575,P1619,0,489.9,10,0.8861141099545762,Easypaisa,2024-05-03,2024,5,3
U2876,P2183,0,377.99,10,0.6809524779500133,Debit Card,2024-07-26,2024,7,26
U97,P342,5,286.23,0,0.5710386409467746,Easypaisa,2024-10-27,2024,10,27
U2442,P889,0,187.72,30,0.25565762939726644,UBL Omni,2024-02-12,2024,2,12
U306,P1639,1,422.02,30,0.589737844499216,Debit Card,2024-06-07,2024,6,7
U2655,P1361,1,61.82,20,0.08874992361436458,JazzCash,2024-01-21,2024,1,21
U3450,P2111,6,440.27,20,0.7054569897948793,Cash on Delivery,2024-04-01,2024,4,1
U3245,P1144,2,53.79,5,0.09209052207035627,UBL Omni,2024-03-11,2024,3,11
U1969,P3650,1,176.27,10,0.31114415497117714,Debit Card,2024-04-16,2024,4,16
U1916,P2264,6,117.78,10,0.20391909233495614,Easypaisa,2024-05-18,2024,5,18
U252,P501,6,340.43,30,0.4734076141201394,Cash on Delivery,2024-06-01,2024,6,1
U1162,P3029,4,429.69,30,0.6006762674923105,Cash on Delivery,2024-02-07,2024,2,7
U1506,P3432,2,468.37,15,0.7989326380543053,JazzCash,2024-07-02,2024,7,2
U3523,P1455,0,499.65,10,0.9039985333957999,Debit Card,2024-07-25,2024,7,25
U3457,P3001,5,107.22,0,0.20640417167416947,Debit Card,2024-06-08,2024,6,8
U475,P474,0,381.05,10,0.6865540912146335,Debit Card,2024-10-07,2024,10,7
U2866,P2599,6,102.19,15,0.16493186401319945,Cash on Delivery,2024-05-02,2024,5,2
U997,P2764,1,95.75,5,0.17328336015317866,JazzCash,2024-05-10,2024,5,10
U1567,P1054,2,259.42,20,0.4107510235675147,Cash on Delivery,2024-04-05,2024,4,5
U3111,P2127,3,314.34,50,0.3081498380624529,UBL Omni,2024-03-12,2024,3,12
U459,P74,1,423.41,25,0.634856293157884,Cash on Delivery,2024-06-04,2024,6,4
U3116,P2864,2,207.54,10,0.36848430529810766,Debit Card,2024-06-26,2024,6,26
U3137,P159,3,335.31,25,0.5002546187847555,Easypaisa,2024-09-13,2024,9,13
U237,P3172,0,407.12,20,0.6514370684211599,Easypaisa,2024-03-18,2024,3,18
U3339,P1824,5,202.59,30,0.27686228179170147,Easypaisa,2024-08-27,2024,8,27
U661,P3395,2,424.68,15,0.7233006742305421,Cash on Delivery,2024-03-05,2024,3,5
U1489,P590,4,113.71,5,0.20803373189660443,UBL Omni,2024-04-28,2024,4,28
U2821,P3273,2,181.26,50,0.17261116656142425,Cash on Delivery,2024-06-26,2024,6,26
U2531,P298,3,94.83,0,0.18116635772920786,UBL Omni,2024-07-19,2024,7,19
U470,P2924,5,328.87,5,0.6244067382315198,JazzCash,2024-02-17,2024,2,17
U3250,P1192,4,50.18,50,0.03910944533843929,Easypaisa,2024-07-30,2024,7,30
U1054,P2543,5,250.31,50,0.24294705966227367,UBL Omni,2024-04-08,2024,4,8
U1309,P3564,3,191.54,0,0.3781598191188153,Debit Card,2024-08-07,2024,8,7
U118,P3074,1,298.47,0,0.5959709123500296,Debit Card,2024-01-04,2024,1,4
U1790,P902,6,398.85,10,0.7192064041716744,Debit Card,2024-09-23,2024,9,23
U3620,P3160,3,181.56,0,0.35783105534393905,Debit Card,2024-08-14,2024,8,14
U2012,P2425,2,153.55,30,0.20693377874646082,Cash on Delivery,2024-01-05,2024,1,5
U1148,P2743,4,291.57,15,0.49281975026989594,JazzCash,2024-09-12,2024,9,12
U2066,P802,2,459.22,10,0.8298739127777892,Easypaisa,2024-10-25,2024,10,25
U1111,P3532,0,284.26,50,0.27751410588067543,Debit Card,2024-10-16,2024,10,16
U2218,P574,6,37.83,5,0.061210355855213575,UBL Omni,2024-10-12,2024,10,12
U3333,P1578,6,167.04,20,0.2602000285173039,Easypaisa,2024-08-24,2024,8,24
U3155,P3389,6,447.34,30,0.6258529729289308,Debit Card,2024-08-12,2024,8,12
U2346,P2198,6,197.33,20,0.3095553337543031,Debit Card,2024-02-18,2024,2,18
U1865,P2480,1,367.14,5,0.6984498808384088,Easypaisa,2024-09-26,2024,9,26
U371,P798,4,337.81,25,0.5040840853074777,UBL Omni,2024-06-18,2024,6,18
U815,P2893,6,72.87,20,0.10675656407227099,Debit Card,2024-02-14,2024,2,14
U3074,P2919,6,477.48,0,0.9606053816226348,JazzCash,2024-10-25,2024,10,25
U916,P2670,4,42.98,5,0.07117104271484732,JazzCash,2024-09-07,2024,9,7
U2716,P2417,6,83.67,10,0.14138471879901413,Debit Card,2024-01-20,2024,1,20
U1819,P2901,4,374.73,15,0.636811765424806,Cash on Delivery,2024-06-21,2024,6,21
U1532,P1820,6,431.65,25,0.6474446458761942,UBL Omni,2024-05-20,2024,5,20
U1692,P720,5,322.93,5,0.6128979691605728,UBL Omni,2024-01-03,2024,1,3
U2947,P383,1,466.55,25,0.7007516346525983,Easypaisa,2024-11-20,2024,11,20
U2659,P217,0,135.22,25,0.1945694905587355,JazzCash,2024-01-19,2024,1,19
U1807,P1049,5,346.81,15,0.5884749353268288,Cash on Delivery,2024-04-11,2024,4,11
U3281,P267,0,201.42,20,0.31623653066628643,JazzCash,2024-05-28,2024,5,28
U1602,P2380,6,63.96,5,0.11176746175625853,JazzCash,2024-09-15,2024,9,15
U1933,P2688,5,496.79,5,0.9493410465850529,UBL Omni,2024-05-10,2024,5,10
U2894,P3232,2,342.32,20,0.5458415660073739,Debit Card,2024-01-21,2024,1,21
U2923,P3299,4,137.59,15,0.2262236978795348,Debit Card,2024-11-02,2024,11,2
U2451,P3008,0,219.61,15,0.3682398712647424,Easypaisa,2024-03-20,2024,3,20
U2859,P1446,6,163.27,25,0.23742692440877522,JazzCash,2024-07-22,2024,7,22
U1768,P1677,6,30.8,50,0.01937139714419571,JazzCash,2024-04-28,2024,4,28
U1274,P3000,3,322.75,15,0.5468193021408347,JazzCash,2024-02-10,2024,2,10
U2732,P986,2,438.0,5,0.8355773735563117,Easypaisa,2024-11-01,2024,11,1
U992,P1467,0,170.97,50,0.16212087262949915,Easypaisa,2024-08-21,2024,8,21
U3391,P2487,4,175.33,20,0.2737050088607337,Easypaisa,2024-05-25,2024,5,25
U2507,P2360,1,245.53,0,0.48813476463039535,JazzCash,2024-04-12,2024,4,12
U593,P877,5,71.33,20,0.1042307457274968,Cash on Delivery,2024-04-10,2024,4,10
U3215,P505,5,462.49,15,0.7887682561668671,Cash on Delivery,2024-08-31,2024,8,31
U3249,P2007,6,348.31,15,0.5910618621799443,Cash on Delivery,2024-06-10,2024,6,10
U3460,P486,4,413.16,15,0.7033589310084941,Cash on Delivery,2024-11-20,2024,11,20
U2607,P1609,5,276.08,25,0.4097732874340538,Easypaisa,2024-02-28,2024,2,28
U2879,P1059,2,96.34,20,0.1449901207911515,UBL Omni,2024-03-17,2024,3,17
U2479,P2886,2,59.22,10,0.09657181268205244,UBL Omni,2024-04-27,2024,4,27
U659,P576,5,317.46,0,0.6346525981300797,Cash on Delivery,2024-01-20,2024,1,20
U3619,P1294,1,222.28,0,0.4407756706658791,Cash on Delivery,2024-09-07,2024,9,7
U428,P1954,0,362.99,15,0.6164830016499299,UBL Omni,2024-07-07,2024,7,7
U852,P29,4,321.07,20,0.5112134112806307,Cash on Delivery,2024-07-08,2024,7,8
U605,P2341,6,357.9,30,0.4983195160206139,JazzCash,2024-08-14,2024,8,14
U1504,P2315,6,42.07,15,0.06084370480516571,Easypaisa,2024-09-27,2024,9,27
U1492,P2134,2,438.97,10,0.7927403092090523,Cash on Delivery,2024-10-18,2024,10,18
U2072,P1143,6,289.62,10,0.5189538223371969,Easypaisa,2024-07-28,2024,7,28
U994,P1675,1,110.72,25,0.1571507139510725,Cash on Delivery,2024-08-31,2024,8,31
U1462,P881,1,73.29,0,0.1372904487401463,JazzCash,2024-09-01,2024,9,1
U1230,P2045,0,248.07,15,0.41751369849061987,Easypaisa,2024-11-13,2024,11,13
U654,P2035,5,249.4,30,0.34361314240319396,JazzCash,2024-04-21,2024,4,21
U2770,P2971,5,235.71,20,0.3721100767930255,Easypaisa,2024-05-28,2024,5,28
U305,P570,6,268.49,25,0.39818304035198504,JazzCash,2024-05-09,2024,5,9
U3547,P2377,2,333.61,10,0.5995966838449475,UBL Omni,2024-10-31,2024,10,31
U1032,P803,0,471.43,0,0.9482818324404703,JazzCash,2024-05-06,2024,5,6
U2369,P949,4,204.0,5,0.38276332674719415,Cash on Delivery,2024-08-31,2024,8,31
U1833,P829,3,298.26,20,0.47403906870633294,Debit Card,2024-03-04,2024,3,4
U1835,P1075,3,198.45,25,0.2911820422463488,Cash on Delivery,2024-05-23,2024,5,23
U873,P508,2,180.06,5,0.3364430774244801,Debit Card,2024-03-20,2024,3,20
U3031,P3020,1,332.89,0,0.6660827409202942,Easypaisa,2024-07-25,2024,7,25
U1875,P2092,6,53.69,20,0.07548937730430001,JazzCash,2024-05-08,2024,5,8
U1673,P213,6,365.26,0,0.7320188214205692,JazzCash,2024-01-21,2024,1,21
U602,P787,1,69.37,0,0.12930560365021493,Debit Card,2024-10-30,2024,10,30
U853,P1207,6,363.56,50,0.3582791844051087,Easypaisa,2024-05-03,2024,5,3
U2863,P1581,3,334.67,50,0.3288656223901575,Easypaisa,2024-03-09,2024,3,9
U3475,P2961,6,260.74,5,0.4925549467337503,Easypaisa,2024-09-20,2024,9,20
U2279,P1915,3,335.99,20,0.5355142280976922,Easypaisa,2024-05-09,2024,5,9
U1080,P2162,0,83.47,20,0.1240299024300817,Cash on Delivery,2024-01-28,2024,1,28
U3159,P583,1,170.5,10,0.3005723830281303,Cash on Delivery,2024-10-22,2024,10,22
U2733,P3527,3,464.71,50,0.46128775996577925,JazzCash,2024-08-03,2024,8,3
U856,P2465,0,102.7,30,0.13443871835088508,UBL Omni,2024-08-09,2024,8,9
U2173,P3247,0,343.3,30,0.47750188417900724,Easypaisa,2024-03-30,2024,3,30
U3508,P2521,4,493.1,25,0.741327684191229,Easypaisa,2024-07-18,2024,7,18
U238,P3630,4,270.76,30,0.37406554905994743,Cash on Delivery,2024-02-08,2024,2,8
U2873,P2427,3,300.96,0,0.6010429185423585,Easypaisa,2024-05-13,2024,5,13
U3658,P1304,4,51.83,50,0.040779744566435135,Debit Card,2024-10-11,2024,10,11
U2585,P1562,5,330.56,15,0.5603446519870451,Easypaisa,2024-04-11,2024,4,11
U4,P532,5,309.46,0,0.61835699590573,Debit Card,2024-01-11,2024,1,11
U1085,P3252,6,216.97,50,0.20897072902450456,Debit Card,2024-05-30,2024,5,30
U3154,P2550,3,267.99,5,0.5065895341494715,Cash on Delivery,2024-11-03,2024,11,3
U2887,P506,6,262.8,0,0.5233128959322104,UBL Omni,2024-03-18,2024,3,18
U452,P2307,0,106.66,25,0.15095838510581958,Cash on Delivery,2024-11-02,2024,11,2
U2967,P3307,3,222.53,30,0.3052981076731917,UBL Omni,2024-02-01,2024,2,1
U358,P1693,5,310.66,50,0.3044018495508525,UBL Omni,2024-04-28,2024,4,28
U1877,P2619,4,362.96,10,0.653392540688082,Debit Card,2024-09-30,2024,9,30
U2651,P1579,3,369.36,10,0.6651253742896137,UBL Omni,2024-09-23,2024,9,23
U615,P2386,1,350.59,0,0.7021367608416679,JazzCash,2024-09-26,2024,9,26
U3454,P471,4,214.45,0,0.42482634998879676,UBL Omni,2024-04-14,2024,4,14
U376,P402,1,329.33,15,0.5582058541950992,Debit Card,2024-11-02,2024,11,2
U2915,P1310,2,41.11,20,0.05499765750718025,Debit Card,2024-11-12,2024,11,12
U1188,P1716,6,330.6,30,0.4593933962071986,Cash on Delivery,2024-08-25,2024,8,25
U2229,P2941,0,485.71,20,0.7795001324017682,UBL Omni,2024-06-07,2024,6,7
U3008,P1122,1,352.89,10,0.6349377711690058,JazzCash,2024-02-02,2024,2,2
U987,P1933,6,219.74,20,0.34607785223962684,Cash on Delivery,2024-10-27,2024,10,27
U2601,P2172,2,152.19,15,0.2515022508300573,UBL Omni,2024-03-31,2024,3,31
U3019,P441,5,67.36,25,0.09090909090909093,Easypaisa,2024-11-10,2024,11,10
U3112,P2836,2,463.55,15,0.7906015114171063,UBL Omni,2024-03-09,2024,3,9
U3582,P1730,5,141.64,50,0.1322591815533783,Cash on Delivery,2024-04-29,2024,4,29
U2456,P2019,1,237.95,15,0.3999959260994439,Easypaisa,2024-10-22,2024,10,22
U2177,P2793,2,172.78,5,0.32234738150041753,Debit Card,2024-06-01,2024,6,1
U2291,P3194,1,187.72,20,0.29391155561892734,UBL Omni,2024-02-12,2024,2,12
U865,P885,2,282.41,5,0.5344957529586704,Easypaisa,2024-01-20,2024,1,20
U2752,P2202,4,418.85,0,0.8411789868209318,JazzCash,2024-02-11,2024,2,11
U693,P2828,4,262.15,15,0.44189599331880314,Cash on Delivery,2024-01-14,2024,1,14
U858,P1735,5,63.8,0,0.11795979060151142,UBL Omni,2024-09-12,2024,9,12
U384,P910,0,415.0,5,0.7910700099810565,Debit Card,2024-05-19,2024,5,19
U2647,P3567,0,85.36,50,0.07493940072922821,JazzCash,2024-09-22,2024,9,22
U2862,P2673,5,65.76,10,0.10854908031694947,Debit Card,2024-09-06,2024,9,6
U1637,P431,4,95.92,25,0.13454056586478727,Debit Card,2024-04-19,2024,4,19
U1191,P1515,2,93.28,15,0.14951215040840857,Easypaisa,2024-07-31,2024,7,31
U2905,P1829,5,482.59,15,0.8235593669158536,UBL Omni,2024-05-17,2024,5,17
U3091,P3623,0,82.45,0,0.1559489132870267,Debit Card,2024-07-06,2024,7,6
U556,P1698,4,285.18,0,0.5688998431548287,Easypaisa,2024-05-24,2024,5,24
U727,P1251,5,147.6,50,0.13832929338194858,UBL Omni,2024-05-02,2024,5,2
U2160,P165,0,174.43,30,0.2367139918114599,UBL Omni,2024-06-14,2024,6,14
U2252,P1041,5,190.26,0,0.37555252276291934,Debit Card,2024-01-15,2024,1,15
U176,P3541,3,419.81,15,0.7148677000794411,UBL Omni,2024-04-09,2024,4,9
U2522,P2671,6,454.39,25,0.6821746481168396,UBL Omni,2024-09-04,2024,9,4
U1394,P3219,2,457.07,0,0.9190312264477625,Cash on Delivery,2024-01-17,2024,1,17
U152,P3323,2,186.26,20,0.2915283237936162,JazzCash,2024-11-16,2024,11,16
U3182,P1434,2,69.31,50,0.058603059499317614,Easypaisa,2024-09-23,2024,9,23
U3629,P1595,1,368.42,20,0.5883730878129266,JazzCash,2024-07-13,2024,7,13
U8,P62,1,70.29,25,0.09539038152078708,Easypaisa,2024-04-06,2024,4,6
U947,P3263,6,138.83,10,0.24251930010388448,Easypaisa,2024-06-18,2024,6,18
U417,P1787,2,49.72,10,0.07915588780477868,Easypaisa,2024-03-18,2024,3,18
U348,P2415,1,237.27,0,0.47130955533375435,Cash on Delivery,2024-11-13,2024,11,13
U1791,P2300,6,76.91,5,0.13682195017619622,UBL Omni,2024-03-28,2024,3,28
U2426,P3625,0,213.97,50,0.20591530360743898,JazzCash,2024-10-25,2024,10,25
U1214,P1599,6,263.15,5,0.49721956287047037,Easypaisa,2024-08-11,2024,8,11
U2244,P3534,2,298.79,15,0.5053266249770844,Debit Card,2024-03-03,2024,3,3
U47,P1685,5,373.25,10,0.6722750697655471,UBL Omni,2024-04-16,2024,4,16
U2901,P398,1,353.61,20,0.5642352270181086,UBL Omni,2024-04-26,2024,4,26
U3467,P3167,5,74.64,30,0.09443301489010654,Cash on Delivery,2024-11-17,2024,11,17
U2760,P83,5,209.44,30,0.2866396431263113,JazzCash,2024-04-03,2024,4,3
U2055,P1318,3,446.14,0,0.8967673599087447,JazzCash,2024-01-03,2024,1,3
U461,P2736,1,494.14,50,0.49127166805858274,JazzCash,2024-11-05,2024,11,5
U3605,P1153,1,76.8,5,0.13661825514839185,Debit Card,2024-06-13,2024,6,13
U404,P1661,6,12.1,20,0.007720041553785672,JazzCash,2024-03-23,2024,3,23
U1104,P3408,6,94.02,20,0.14122176277677065,UBL Omni,2024-01-17,2024,1,17
U1110,P110,4,263.55,50,0.25643167050292304,Debit Card,2024-11-10,2024,11,10
U394,P3417,4,279.24,50,0.27240136068278575,UBL Omni,2024-03-13,2024,3,13
U1006,P1416,4,391.15,30,0.5457193489906912,UBL Omni,2024-08-21,2024,8,21
U2706,P2624,0,161.34,0,0.3166439207218952,JazzCash,2024-02-29,2024,2,29
U677,P2567,2,204.21,15,0.3415761921251503,Easypaisa,2024-02-17,2024,2,17
U3157,P2152,3,450.82,5,0.8603874279428839,UBL Omni,2024-07-18,2024,7,18
U2982,P1556,3,160.11,30,0.2163037500254619,Cash on Delivery,2024-10-23,2024,10,23
U320,P177,1,12.31,10,0.010571771943046872,UBL Omni,2024-09-09,2024,9,9
U2077,P578,0,24.75,50,0.013219807304503698,Easypaisa,2024-01-14,2024,1,14
U1719,P820,1,176.6,0,0.3477277819648422,UBL Omni,2024-03-12,2024,3,12
U1864,P1050,4,131.08,50,0.12150408408530751,Easypaisa,2024-04-22,2024,4,22
U1884,P2118,2,347.13,5,0.6597274560527978,Easypaisa,2024-11-18,2024,11,18
U3076,P2117,0,170.1,15,0.2825046340618826,Cash on Delivery,2024-09-02,2024,9,2
U2255,P1353,6,442.51,0,0.889373230399446,UBL Omni,2024-11-01,2024,11,1
U921,P341,5,497.4,50,0.4945918970117939,Debit Card,2024-08-08,2024,8,8
U1726,P2857,2,297.32,0,0.5936284195302793,Cash on Delivery,2024-09-12,2024,9,12
U1419,P188,5,140.42,0,0.2740309209052207,Cash on Delivery,2024-05-28,2024,5,28
U2853,P1774,6,280.66,15,0.4739372211924307,Debit Card,2024-11-11,2024,11,11
U974,P2926,2,166.33,50,0.15741551748721816,Cash on Delivery,2024-04-15,2024,4,15
U463,P3519,5,416.78,50,0.41248243130385187,Debit Card,2024-09-02,2024,9,2
U2013,P1230,5,213.0,50,0.20493756747397798,Easypaisa,2024-01-08,2024,1,8
U1519,P1629,6,71.71,10,0.11946713380726377,JazzCash,2024-09-01,2024,9,1
